dataset,model,defense,defense_params,seed,config_hash,homophily,density,test_accuracy,train_accuracy,gen_gap,test_f1,test_auroc,conf_attack_auc,conf_attack_acc,threshold_attack_auc,threshold_attack_acc,conf_tpr_at_0.001_fpr,conf_tpr_at_0.01_fpr,shadow_attack_auc,shadow_attack_acc,lira_attack_auc,lira_attack_acc,lira_tpr_at_0.001_fpr,lira_tpr_at_0.01_fpr,ece_test,train_seconds,dp_epsilon
synthetic_low_sparse,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",123,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5575,0.4813,0.5597,0.5,0.0,0.0,0.4614,0.5,0.4962,0.4906,0.0,0.0,0.0,0.0415,
synthetic_low_sparse,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",456,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.4558,0.4688,0.5209,0.5,0.0,0.0,0.5339,0.5,0.4926,0.5125,0.0,0.0,0.0,0.0415,
synthetic_low_sparse,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",789,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5801,0.4938,0.5132,0.5,0.0,0.0,0.5582,0.5,0.493,0.4969,0.0,0.0,0.0,0.0446,
synthetic_low_sparse,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",1024,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5911,0.4875,0.5217,0.5,0.0,0.0,0.5927,0.5,0.5222,0.5156,0.0,0.05,0.0,0.0411,
synthetic_low_sparse,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.2982,0.005,0.9812,0.9875,0.0063,0.9804,0.9995,0.4511,0.4813,0.5102,0.4938,0.0,0.0,0.5168,0.5,0.5294,0.5188,0.0,0.0125,0.1605,0.1862,
synthetic_low_sparse,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.2982,0.005,0.9938,0.9875,-0.0062,0.9944,0.999,0.5508,0.4813,0.5297,0.5437,0.0,0.0,0.5436,0.5312,0.4779,0.4938,0.0,0.0125,0.1801,0.1787,
synthetic_low_sparse,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.2982,0.005,0.9938,0.9812,-0.0125,0.9926,1.0,0.4707,0.4625,0.5022,0.5188,0.0,0.0,0.5104,0.4938,0.5009,0.5125,0.0,0.0125,0.1746,0.1791,
synthetic_low_sparse,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.2982,0.005,0.9938,0.9812,-0.0125,0.9937,0.9997,0.4904,0.4562,0.4994,0.5125,0.0,0.0,0.4923,0.5094,0.4831,0.4938,0.0,0.0063,0.1728,0.1795,
synthetic_low_sparse,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.2982,0.005,0.9812,1.0,0.0188,0.9792,1.0,0.4668,0.4875,0.5092,0.5188,0.0,0.0,0.5078,0.5062,0.547,0.5563,0.0,0.0,0.1519,0.1789,
synthetic_low_medium,LogReg,none,{},42,eac9960f8ba0,0.2999,0.015,1.0,1.0,0.0,1.0,1.0,0.5523,0.4813,0.5596,0.5062,0.0312,0.0375,0.5594,0.5,0.4943,0.4969,0.025,0.0375,0.0015,0.0015,
synthetic_low_medium,LogReg,none,{},123,eac9960f8ba0,0.2999,0.015,1.0,1.0,0.0,1.0,1.0,0.543,0.4813,0.5366,0.5188,0.0063,0.025,0.5366,0.5,0.4781,0.4719,0.0,0.0,0.0014,0.0012,
synthetic_low_medium,LogReg,none,{},456,eac9960f8ba0,0.2999,0.015,1.0,1.0,0.0,1.0,1.0,0.5518,0.4688,0.5613,0.5437,0.0,0.0,0.5613,0.5,0.481,0.5406,0.0,0.0,0.0012,0.0013,
synthetic_low_medium,LogReg,none,{},789,eac9960f8ba0,0.2999,0.015,1.0,1.0,0.0,1.0,1.0,0.4938,0.4938,0.494,0.4813,0.0063,0.0063,0.4962,0.5,0.4977,0.4625,0.0187,0.0187,0.0011,0.0011,
synthetic_low_medium,LogReg,none,{},1024,eac9960f8ba0,0.2999,0.015,1.0,1.0,0.0,1.0,1.0,0.5813,0.4875,0.5616,0.5188,0.0125,0.0187,0.5622,0.5,0.5373,0.5406,0.0063,0.0125,0.0014,0.0019,
synthetic_low_medium,MLP,none,{},42,eac9960f8ba0,0.2999,0.015,1.0,1.0,0.0,1.0,1.0,0.5337,0.4813,0.5456,0.525,0.025,0.025,0.5461,0.5125,0.5173,0.5188,0.0187,0.025,0.0037,0.018,
synthetic_low_medium,MLP,none,{},123,eac9960f8ba0,0.2999,0.015,1.0,1.0,0.0,1.0,1.0,0.5225,0.4813,0.5327,0.5188,0.0,0.0,0.5313,0.5,0.4645,0.4625,0.0,0.0063,0.0044,0.0148,
synthetic_low_medium,MLP,none,{},456,eac9960f8ba0,0.2999,0.015,1.0,1.0,0.0,1.0,1.0,0.5092,0.4688,0.4963,0.5,0.0063,0.0063,0.5027,0.5,0.4691,0.5156,0.0125,0.0125,0.0036,0.0192,
synthetic_low_medium,MLP,none,{},789,eac9960f8ba0,0.2999,0.015,1.0,1.0,0.0,1.0,1.0,0.4254,0.4938,0.5299,0.5312,0.0,0.0125,0.528,0.5,0.4937,0.4688,0.0125,0.0125,0.0039,0.0186,
synthetic_low_medium,MLP,none,{},1024,eac9960f8ba0,0.2999,0.015,1.0,1.0,0.0,1.0,1.0,0.5119,0.4875,0.5283,0.5188,0.0125,0.0187,0.5301,0.5,0.5428,0.5437,0.0187,0.0187,0.0048,0.0198,
synthetic_low_medium,GCN,none,{},42,eac9960f8ba0,0.2999,0.015,0.825,0.925,0.1,0.8234,0.967,0.476,0.5062,0.5525,0.5312,0.0063,0.0063,0.4712,0.4719,0.5071,0.4938,0.0,0.025,0.0519,0.0494,
synthetic_low_medium,GCN,none,{},123,eac9960f8ba0,0.2999,0.015,0.8313,0.9313,0.1,0.8261,0.9715,0.5896,0.5312,0.5124,0.4813,0.0,0.0063,0.474,0.4875,0.4803,0.4781,0.0,0.0,0.0567,0.0475,
synthetic_low_medium,GCN,none,{},456,eac9960f8ba0,0.2999,0.015,0.775,0.9375,0.1625,0.7698,0.9666,0.5485,0.55,0.5791,0.525,0.0187,0.0187,0.5594,0.5563,0.4607,0.5094,0.0312,0.0312,0.0755,0.0491,
