dataset,model,defense,defense_params,seed,config_hash,homophily,density,test_accuracy,train_accuracy,gen_gap,test_f1,test_auroc,conf_attack_auc,conf_attack_acc,threshold_attack_auc,threshold_attack_acc,conf_tpr_at_0.001_fpr,conf_tpr_at_0.01_fpr,shadow_attack_auc,shadow_attack_acc,lira_attack_auc,lira_attack_acc,lira_tpr_at_0.001_fpr,lira_tpr_at_0.01_fpr,ece_test,train_seconds,dp_epsilon
Cora,LogReg,none,{},42,eac9960f8ba0,0.81,0.00144,0.7442,0.9935,0.2493,0.7277,0.9429,0.7299,0.7101,0.6932,0.6307,0.0037,0.0055,0.743,0.6962,0.5965,0.5646,0.012,0.0443,0.0189,0.0317,
Cora,LogReg,none,{},123,eac9960f8ba0,0.81,0.00144,0.7507,0.9935,0.2428,0.7273,0.943,0.7462,0.6953,0.6862,0.6288,0.0009,0.0111,0.736,0.6921,0.6065,0.5716,0.0102,0.0443,0.0331,0.0204,
Cora,LogReg,none,{},456,eac9960f8ba0,0.81,0.00144,0.7516,0.9945,0.2428,0.7333,0.9451,0.7279,0.7128,0.6947,0.6417,0.0055,0.0212,0.7561,0.7068,0.5799,0.5508,0.0222,0.0323,0.0402,0.0214,
Cora,LogReg,none,{},789,eac9960f8ba0,0.81,0.00144,0.723,0.9954,0.2724,0.6918,0.9399,0.7153,0.7082,0.706,0.6547,0.0009,0.0148,0.7632,0.7087,0.5916,0.566,0.0139,0.0314,0.0364,0.0213,
Cora,LogReg,none,{},1024,eac9960f8ba0,0.81,0.00144,0.7267,0.9935,0.2669,0.7031,0.9393,0.7176,0.711,0.6991,0.6334,0.0,0.0065,0.7779,0.7161,0.6,0.5776,0.0074,0.0388,0.0448,0.0212,
Cora,MLP,none,{},42,eac9960f8ba0,0.81,0.00144,0.7285,1.0,0.2715,0.7107,0.9251,0.8003,0.7719,0.8012,0.7424,0.0,0.0,0.7996,0.7664,0.6229,0.591,0.0129,0.0591,0.1474,0.3063,
Cora,MLP,none,{},123,eac9960f8ba0,0.81,0.00144,0.7313,1.0,0.2687,0.7067,0.9273,0.7886,0.7544,0.7874,0.723,0.0,0.0,0.7858,0.7544,0.6284,0.6002,0.0092,0.0369,0.1459,0.3252,
Cora,MLP,none,{},456,eac9960f8ba0,0.81,0.00144,0.7535,1.0,0.2465,0.7366,0.9337,0.7975,0.7692,0.8026,0.7405,0.0,0.0175,0.8014,0.7715,0.6001,0.5702,0.0092,0.0471,0.1219,0.3143,
Cora,MLP,none,{},789,eac9960f8ba0,0.81,0.00144,0.6981,1.0,0.3019,0.6608,0.9226,0.779,0.759,0.8005,0.7396,0.0,0.0194,0.7991,0.7761,0.609,0.5849,0.0203,0.0425,0.178,0.3254,
Cora,MLP,none,{},1024,eac9960f8ba0,0.81,0.00144,0.7221,1.0,0.2779,0.6874,0.9193,0.7899,0.7682,0.8075,0.7525,0.0,0.0102,0.8064,0.7867,0.6246,0.6006,0.0185,0.0369,0.1408,0.3257,
Cora,GCN,none,{},42,eac9960f8ba0,0.81,0.00144,0.8717,0.9825,0.1108,0.8677,0.9827,0.5771,0.5743,0.5692,0.5392,0.0,0.0046,0.5669,0.5628,0.5434,0.5319,0.0055,0.0212,0.0524,0.3302,
Cora,GCN,none,{},123,eac9960f8ba0,0.81,0.00144,0.8587,0.9852,0.1265,0.8484,0.9783,0.5703,0.5651,0.5769,0.5355,0.0,0.0129,0.5636,0.5674,0.5517,0.5282,0.0065,0.0259,0.0415,0.2626,
Cora,GCN,none,{},456,eac9960f8ba0,0.81,0.00144,0.8726,0.9834,0.1108,0.8659,0.9835,0.5859,0.5789,0.5614,0.5328,0.0,0.0065,0.5777,0.5665,0.5335,0.5291,0.0009,0.0102,0.0328,0.2624,
Cora,GCN,none,{},789,eac9960f8ba0,0.81,0.00144,0.8624,0.9871,0.1247,0.8411,0.9848,0.5853,0.5642,0.5767,0.5476,0.0009,0.0065,0.5598,0.5642,0.5255,0.5152,0.0028,0.0157,0.0331,0.2626,
Cora,GCN,none,{},1024,eac9960f8ba0,0.81,0.00144,0.8615,0.9852,0.1237,0.8489,0.9817,0.5872,0.5623,0.5565,0.524,0.0,0.0092,0.5761,0.5656,0.5431,0.5439,0.0083,0.0166,0.0494,0.2673,
Cora,GCN,dropedge,"{""rate"": 0.3}",42,eac9960f8ba0,0.81,0.00144,0.8707,0.9806,0.1099,0.8667,0.9836,0.5683,0.5669,0.5748,0.5402,0.0009,0.0037,0.5663,0.5563,0.5429,0.5319,0.0009,0.0277,0.0307,0.2592,
Cora,GCN,dropedge,"{""rate"": 0.3}",123,eac9960f8ba0,0.81,0.00144,0.867,0.9797,0.1127,0.8542,0.9794,0.5907,0.5522,0.5842,0.5485,0.0,0.0139,0.5841,0.5669,0.5461,0.5309,0.0046,0.0259,0.0295,0.2412,
Cora,GCN,dropedge,"{""rate"": 0.3}",456,eac9960f8ba0,0.81,0.00144,0.8763,0.976,0.0997,0.8699,0.9839,0.5836,0.5633,0.5715,0.5457,0.0,0.0037,0.5714,0.5591,0.5288,0.5259,0.0018,0.0111,0.0205,0.2452,
Cora,GCN,dropedge,"{""rate"": 0.3}",789,eac9960f8ba0,0.81,0.00144,0.8661,0.9778,0.1117,0.8461,0.9856,0.563,0.5762,0.5848,0.5577,0.0009,0.0065,0.5732,0.5526,0.5302,0.5286,0.0037,0.0148,0.0268,0.248,
Cora,GCN,dropedge,"{""rate"": 0.3}",1024,eac9960f8ba0,0.81,0.00144,0.8661,0.9797,0.1136,0.8536,0.9826,0.5585,0.5605,0.5653,0.5319,0.0009,0.0074,0.5653,0.5605,0.537,0.5342,0.0092,0.0139,0.0332,0.2439,
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",42,eac9960f8ba0,0.81,0.00144,0.8744,0.9825,0.108,0.87,0.9817,0.5924,0.5937,0.577,0.5568,0.0009,0.0046,0.6052,0.5706,0.5575,0.5452,0.0046,0.0277,0.0824,0.2702,
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",123,eac9960f8ba0,0.81,0.00144,0.8689,0.9825,0.1136,0.8583,0.9762,0.6206,0.5743,0.5942,0.5623,0.0018,0.0074,0.6101,0.5813,0.564,0.5379,0.0111,0.0286,0.0916,0.2593,
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",456,eac9960f8ba0,0.81,0.00144,0.8661,0.976,0.1099,0.8595,0.9801,0.6615,0.59,0.5778,0.5651,0.0,0.0018,0.5898,0.5799,0.5388,0.5295,0.0,0.0102,0.0895,0.2582,
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",789,eac9960f8ba0,0.81,0.00144,0.868,0.9797,0.1117,0.8492,0.9834,0.5758,0.578,0.5885,0.5633,0.0009,0.0046,0.6264,0.5743,0.5361,0.5314,0.0046,0.0157,0.0926,0.2601,
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",1024,eac9960f8ba0,0.81,0.00144,0.8606,0.9815,0.121,0.8481,0.9789,0.6283,0.5762,0.5751,0.5494,0.0009,0.0037,0.6285,0.5808,0.5488,0.5416,0.0046,0.0139,0.0804,0.2584,
Cora,GCN,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.81,0.00144,0.7073,0.7765,0.0693,0.6866,0.8971,0.5297,0.5235,0.5367,0.5162,0.0,0.0,0.5365,0.5254,0.5668,0.5452,0.0028,0.0175,0.1299,0.2581,
Cora,GCN,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.81,0.00144,0.6796,0.7895,0.1099,0.65,0.8902,0.5636,0.5512,0.5704,0.542,0.0,0.0,0.5659,0.5494,0.5668,0.5332,0.0018,0.0194,0.1214,0.2628,
Cora,GCN,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.81,0.00144,0.6796,0.7802,0.1006,0.6559,0.8868,0.5819,0.5494,0.5777,0.5457,0.0,0.0,0.5767,0.5471,0.5508,0.5328,0.0092,0.0139,0.1307,0.2579,
Cora,GCN,lbp,"{""scale"": 0.3}",789,eac9960f8ba0,0.81,0.00144,0.663,0.7913,0.1283,0.6297,0.8895,0.5959,0.5688,0.5723,0.5512,0.0,0.0,0.5673,0.5623,0.565,0.5429,0.0102,0.0249,0.0996,0.2611,
Cora,GCN,lbp,"{""scale"": 0.3}",1024,eac9960f8ba0,0.81,0.00144,0.687,0.7701,0.0831,0.6563,0.8974,0.5375,0.5245,0.5456,0.5254,0.0,0.0,0.546,0.5383,0.5581,0.5466,0.0028,0.0185,0.116,0.2593,
Cora,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",42,eac9960f8ba0,0.81,0.00144,0.88,0.9751,0.0951,0.876,0.9841,0.5472,0.5531,0.5467,0.5199,0.0,0.0046,0.5559,0.5503,0.5463,0.5416,0.0028,0.0268,0.0602,0.2675,
Cora,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",123,eac9960f8ba0,0.81,0.00144,0.867,0.9732,0.1062,0.858,0.979,0.5471,0.5512,0.5535,0.5217,0.0,0.0083,0.5606,0.5586,0.5487,0.5259,0.0028,0.0212,0.0524,0.2648,
Cora,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",456,eac9960f8ba0,0.81,0.00144,0.8781,0.9769,0.0988,0.8709,0.9839,0.5753,0.5633,0.5379,0.5217,0.0,0.0055,0.5673,0.5536,0.5284,0.524,0.0009,0.0092,0.0464,0.2674,
Cora,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",789,eac9960f8ba0,0.81,0.00144,0.8772,0.9751,0.0979,0.8559,0.9857,0.5586,0.5531,0.5465,0.5346,0.0,0.0037,0.5523,0.5476,0.5216,0.518,0.0009,0.0129,0.038,0.3063,
Cora,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",1024,eac9960f8ba0,0.81,0.00144,0.868,0.9834,0.1154,0.856,0.9826,0.5941,0.5549,0.5316,0.5115,0.0,0.0102,0.5863,0.5582,0.5304,0.5388,0.0074,0.0185,0.0561,0.2626,
Cora,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.81,0.00144,0.8615,0.9852,0.1237,0.8559,0.9559,0.574,0.5669,0.5489,0.5235,0.0,0.0,0.5548,0.554,0.5486,0.5365,0.0092,0.0231,0.0836,1.0421,
Cora,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.81,0.00144,0.8504,0.9797,0.1293,0.8368,0.9517,0.5678,0.5716,0.5777,0.542,0.0,0.0157,0.5664,0.572,0.5315,0.5134,0.0,0.0148,0.0839,0.9535,
Cora,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.81,0.00144,0.8698,0.9788,0.109,0.8655,0.9552,0.5749,0.5503,0.5792,0.5568,0.0,0.0,0.5766,0.5596,0.5237,0.5115,0.0,0.0102,0.0997,0.9671,
Cora,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.81,0.00144,0.867,0.9825,0.1154,0.8462,0.9596,0.5644,0.5577,0.5676,0.5355,0.0,0.0194,0.5571,0.5554,0.5227,0.5175,0.0102,0.0212,0.1059,0.9508,
Cora,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.81,0.00144,0.8624,0.9898,0.1274,0.8482,0.9521,0.5513,0.5402,0.5559,0.5291,0.0,0.0,0.5532,0.5508,0.5369,0.5365,0.0065,0.0231,0.0809,0.944,
Cora,GraphSAGE,none,{},42,eac9960f8ba0,0.81,0.00144,0.8809,1.0,0.1191,0.8756,0.9802,0.6572,0.6528,0.6455,0.5854,0.0,0.0102,0.6454,0.6404,0.5663,0.5471,0.0129,0.0397,0.0549,0.9209,
Cora,GraphSAGE,none,{},123,eac9960f8ba0,0.81,0.00144,0.8707,1.0,0.1293,0.8586,0.9783,0.6531,0.6482,0.6439,0.578,0.0,0.0212,0.6437,0.645,0.5776,0.5512,0.0139,0.0323,0.0623,0.862,
Cora,GraphSAGE,none,{},456,eac9960f8ba0,0.81,0.00144,0.8846,1.0,0.1154,0.8768,0.9861,0.6535,0.65,0.6456,0.5854,0.0,0.0259,0.6454,0.6417,0.5587,0.5439,0.0102,0.0268,0.0428,0.8191,
Cora,GraphSAGE,none,{},789,eac9960f8ba0,0.81,0.00144,0.8744,1.0,0.1256,0.8576,0.9879,0.6424,0.6482,0.6635,0.6057,0.0,0.0185,0.6628,0.651,0.5636,0.5471,0.0083,0.0305,0.0464,0.7963,
Cora,GraphSAGE,none,{},1024,eac9960f8ba0,0.81,0.00144,0.8744,1.0,0.1256,0.8562,0.9824,0.6442,0.6556,0.6499,0.5854,0.0046,0.0259,0.6496,0.651,0.5674,0.5586,0.012,0.0332,0.0503,0.825,
Cora,GraphSAGE,dropedge,"{""rate"": 0.3}",42,eac9960f8ba0,0.81,0.00144,0.8772,1.0,0.1228,0.8704,0.9819,0.6937,0.6777,0.6841,0.6187,0.0,0.0111,0.6838,0.6653,0.5677,0.5499,0.0157,0.0554,0.054,0.724,
Cora,GraphSAGE,dropedge,"{""rate"": 0.3}",123,eac9960f8ba0,0.81,0.00144,0.8689,1.0,0.1311,0.8563,0.9798,0.6768,0.6602,0.6752,0.6094,0.0,0.0139,0.6746,0.662,0.5929,0.5683,0.0139,0.036,0.0575,0.668,
Cora,GraphSAGE,dropedge,"{""rate"": 0.3}",456,eac9960f8ba0,0.81,0.00144,0.8827,1.0,0.1173,0.873,0.9855,0.684,0.6722,0.6776,0.6122,0.0,0.0166,0.6772,0.6602,0.5614,0.5429,0.0083,0.0259,0.0452,0.6693,
Cora,GraphSAGE,dropedge,"{""rate"": 0.3}",789,eac9960f8ba0,0.81,0.00144,0.8753,1.0,0.1247,0.8567,0.9879,0.6697,0.6768,0.6948,0.627,0.0,0.0148,0.6941,0.6736,0.5683,0.5462,0.0157,0.0314,0.0433,0.6653,
Cora,GraphSAGE,dropedge,"{""rate"": 0.3}",1024,eac9960f8ba0,0.81,0.00144,0.8633,1.0,0.1367,0.8458,0.983,0.6768,0.6787,0.6842,0.6131,0.0065,0.0185,0.6839,0.6805,0.5837,0.5753,0.0185,0.0434,0.0611,0.673,
Cora,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",42,eac9960f8ba0,0.81,0.00144,0.8837,1.0,0.1163,0.878,0.9794,0.7016,0.7175,0.6998,0.6537,0.0,0.0,0.7,0.7105,0.5939,0.5609,0.0166,0.0471,0.1088,0.8086,
Cora,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",123,eac9960f8ba0,0.81,0.00144,0.879,1.0,0.121,0.8638,0.9762,0.7176,0.7184,0.7146,0.6694,0.0,0.0009,0.7145,0.7068,0.6046,0.5646,0.0111,0.0434,0.1139,0.8366,
Cora,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",456,eac9960f8ba0,0.81,0.00144,0.8837,1.0,0.1163,0.8752,0.9846,0.7039,0.7119,0.7043,0.6547,0.0,0.0018,0.704,0.6999,0.5763,0.5499,0.0185,0.0268,0.1121,0.8435,
Cora,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",789,eac9960f8ba0,0.81,0.00144,0.8781,1.0,0.1219,0.8658,0.9837,0.7188,0.6999,0.7371,0.6777,0.0,0.0009,0.7369,0.7216,0.5863,0.5563,0.0148,0.0351,0.1205,0.8079,
Cora,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",1024,eac9960f8ba0,0.81,0.00144,0.8707,1.0,0.1293,0.8521,0.9811,0.7157,0.6999,0.7243,0.6731,0.0,0.0028,0.7244,0.7165,0.592,0.5762,0.0194,0.036,0.0972,0.8288,
Cora,GraphSAGE,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.81,0.00144,0.723,0.8163,0.0933,0.7032,0.9016,0.5472,0.5494,0.5594,0.53,0.0,0.0,0.5598,0.5503,0.6374,0.5826,0.0148,0.0212,0.1469,0.8573,
Cora,GraphSAGE,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.81,0.00144,0.6934,0.8236,0.1302,0.6617,0.8918,0.5778,0.554,0.5854,0.5494,0.0,0.0,0.5817,0.566,0.6519,0.5919,0.0037,0.0259,0.1206,0.8089,
Cora,GraphSAGE,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.81,0.00144,0.7054,0.8329,0.1274,0.6761,0.8936,0.5961,0.5549,0.5926,0.5596,0.0,0.0,0.5921,0.5665,0.6313,0.5826,0.0083,0.0129,0.1473,0.8336,
Cora,GraphSAGE,lbp,"{""scale"": 0.3}",789,eac9960f8ba0,0.81,0.00144,0.6879,0.8347,0.1468,0.6556,0.8977,0.6104,0.5753,0.5915,0.5559,0.0,0.0,0.5859,0.5702,0.6542,0.5951,0.0259,0.0268,0.1136,0.8343,
Cora,GraphSAGE,lbp,"{""scale"": 0.3}",1024,eac9960f8ba0,0.81,0.00144,0.6953,0.8153,0.12,0.6636,0.8966,0.5621,0.5365,0.5674,0.5411,0.0,0.0,0.566,0.5554,0.6484,0.603,0.0074,0.0166,0.1323,0.8236,
Cora,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",42,eac9960f8ba0,0.81,0.00144,0.8846,1.0,0.1154,0.8812,0.9799,0.5992,0.5789,0.5815,0.5485,0.0,0.0083,0.5711,0.5702,0.5368,0.5222,0.0175,0.0305,0.0864,0.8478,
Cora,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",123,eac9960f8ba0,0.81,0.00144,0.868,0.9991,0.1311,0.8588,0.9765,0.5885,0.5679,0.5838,0.5476,0.0,0.0092,0.5837,0.5702,0.5489,0.5268,0.0055,0.024,0.1008,0.8408,
Cora,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",456,eac9960f8ba0,0.81,0.00144,0.8827,0.9991,0.1163,0.8746,0.9834,0.5818,0.5577,0.5765,0.5392,0.0,0.0148,0.5767,0.5605,0.5271,0.5185,0.0055,0.0157,0.0848,0.8229,
Cora,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",789,eac9960f8ba0,0.81,0.00144,0.8772,1.0,0.1228,0.8613,0.986,0.57,0.5586,0.5923,0.5577,0.0,0.0139,0.5922,0.5674,0.5377,0.5319,0.0018,0.0166,0.0913,0.8236,
Cora,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",1024,eac9960f8ba0,0.81,0.00144,0.867,1.0,0.133,0.8505,0.979,0.5841,0.5799,0.5871,0.5559,0.0,0.0231,0.5869,0.5771,0.5407,0.5443,0.0083,0.0175,0.0985,0.8279,
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.81,0.00144,0.8892,0.9963,0.1071,0.8825,0.9575,0.5826,0.5688,0.5534,0.5254,0.0,0.0,0.5536,0.5522,0.5504,0.5351,0.0037,0.0166,0.1005,2.385,
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.81,0.00144,0.8744,0.9963,0.1219,0.8632,0.9536,0.5747,0.5642,0.5861,0.5429,0.0,0.0,0.576,0.5711,0.5406,0.518,0.0046,0.0295,0.0937,2.5071,
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.81,0.00144,0.879,0.9945,0.1154,0.8715,0.9555,0.5825,0.5457,0.5896,0.5633,0.0,0.0,0.5868,0.5623,0.5343,0.5217,0.0046,0.0203,0.0963,2.5124,
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.81,0.00144,0.8837,0.9954,0.1117,0.8644,0.9624,0.571,0.5586,0.5781,0.5429,0.0,0.0,0.5652,0.5628,0.5236,0.5166,0.0175,0.0259,0.108,2.5751,
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.81,0.00144,0.8772,0.9945,0.1173,0.8614,0.9545,0.5577,0.5512,0.5709,0.5365,0.0,0.0,0.5566,0.5582,0.5449,0.5388,0.0139,0.0259,0.0871,2.609,
Citeseer,LogReg,none,{},42,eac9960f8ba0,0.7355,0.000823,0.695,1.0,0.305,0.6712,0.8967,0.7631,0.7663,0.7567,0.6897,0.0023,0.0165,0.7578,0.7675,0.6132,0.5819,0.015,0.0428,0.0653,0.0859,
Citeseer,LogReg,none,{},123,eac9960f8ba0,0.7355,0.000823,0.71,1.0,0.29,0.6809,0.9099,0.7691,0.7731,0.7468,0.6732,0.0015,0.0113,0.7643,0.7554,0.6304,0.5894,0.0135,0.0488,0.0522,0.0676,
Citeseer,LogReg,none,{},456,eac9960f8ba0,0.7355,0.000823,0.7055,0.9992,0.2938,0.68,0.9086,0.7708,0.7566,0.7595,0.6905,0.0,0.0113,0.7638,0.7585,0.624,0.5935,0.024,0.0443,0.0503,0.0736,
Citeseer,LogReg,none,{},789,eac9960f8ba0,0.7355,0.000823,0.7137,1.0,0.2863,0.6811,0.914,0.737,0.7528,0.7371,0.6732,0.0008,0.0075,0.7387,0.7547,0.6234,0.5924,0.0255,0.0503,0.0533,0.0711,
Citeseer,LogReg,none,{},1024,eac9960f8ba0,0.7355,0.000823,0.7032,1.0,0.2968,0.6631,0.9051,0.7458,0.7641,0.7467,0.6769,0.003,0.0113,0.7563,0.7618,0.632,0.5902,0.0165,0.0511,0.0694,0.066,
Citeseer,MLP,none,{},42,eac9960f8ba0,0.7355,0.000823,0.6912,1.0,0.3088,0.6699,0.895,0.8645,0.7994,0.865,0.8129,0.0,0.018,0.864,0.8035,0.6186,0.5849,0.0285,0.0541,0.1844,0.8365,
Citeseer,MLP,none,{},123,eac9960f8ba0,0.7355,0.000823,0.7002,1.0,0.2998,0.6727,0.9009,0.8759,0.8077,0.865,0.8174,0.0015,0.0323,0.8636,0.7994,0.6459,0.6104,0.0143,0.0511,0.1739,0.7458,
Citeseer,MLP,none,{},456,eac9960f8ba0,0.7355,0.000823,0.7077,0.9992,0.2915,0.6856,0.9059,0.879,0.7971,0.8731,0.8212,0.0075,0.027,0.8719,0.802,0.6417,0.6063,0.0376,0.0624,0.1709,1.0914,
Citeseer,MLP,none,{},789,eac9960f8ba0,0.7355,0.000823,0.7243,1.0,0.2757,0.6965,0.9111,0.8439,0.7979,0.8518,0.7926,0.0,0.0165,0.851,0.805,0.643,0.6131,0.0376,0.0624,0.1431,0.7033,
Citeseer,MLP,none,{},1024,eac9960f8ba0,0.7355,0.000823,0.6972,1.0,0.3028,0.6654,0.8982,0.8597,0.7994,0.8556,0.7949,0.0,0.0203,0.8549,0.8092,0.6514,0.6134,0.0285,0.0548,0.1787,0.7723,
Citeseer,GCN,none,{},42,eac9960f8ba0,0.7355,0.000823,0.716,0.979,0.263,0.6878,0.9068,0.645,0.6349,0.6445,0.5988,0.0045,0.0188,0.6448,0.6394,0.5499,0.5293,0.0,0.0083,0.1791,0.4428,
Citeseer,GCN,none,{},123,eac9960f8ba0,0.7355,0.000823,0.7122,0.9752,0.263,0.6862,0.914,0.6565,0.6379,0.6414,0.5883,0.0075,0.0285,0.6538,0.6292,0.5608,0.5432,0.003,0.015,0.1829,0.4444,
Citeseer,GCN,none,{},456,eac9960f8ba0,0.7355,0.000823,0.7183,0.976,0.2577,0.6922,0.9189,0.6602,0.6221,0.6552,0.6063,0.0045,0.018,0.6583,0.6307,0.5602,0.5436,0.0098,0.0323,0.1594,0.4614,
Citeseer,GCN,none,{},789,eac9960f8ba0,0.7355,0.000823,0.7243,0.9715,0.2472,0.693,0.9173,0.6134,0.6108,0.6225,0.5725,0.0023,0.009,0.6231,0.6183,0.5623,0.5398,0.0008,0.027,0.1649,0.4368,
Citeseer,GCN,none,{},1024,eac9960f8ba0,0.7355,0.000823,0.7145,0.9767,0.2622,0.6797,0.9163,0.6297,0.6304,0.6409,0.5913,0.003,0.0098,0.6411,0.6319,0.5657,0.5451,0.0023,0.0158,0.1802,0.4387,
Citeseer,GCN,dropedge,"{""rate"": 0.3}",42,eac9960f8ba0,0.7355,0.000823,0.734,0.9692,0.2352,0.7018,0.9087,0.6534,0.6183,0.6512,0.6048,0.0068,0.0158,0.6547,0.63,0.5466,0.5402,0.0,0.0128,0.1512,0.4739,
Citeseer,GCN,dropedge,"{""rate"": 0.3}",123,eac9960f8ba0,0.7355,0.000823,0.7168,0.9594,0.2427,0.6898,0.9161,0.6676,0.6191,0.6517,0.5965,0.0098,0.0233,0.6523,0.618,0.5542,0.5391,0.0053,0.0158,0.1598,0.4061,
Citeseer,GCN,dropedge,"{""rate"": 0.3}",456,eac9960f8ba0,0.7355,0.000823,0.7258,0.9519,0.2261,0.6979,0.9222,0.6689,0.6123,0.6624,0.6086,0.0023,0.0173,0.6634,0.627,0.5593,0.5409,0.015,0.0308,0.1309,0.4551,
Citeseer,GCN,dropedge,"{""rate"": 0.3}",789,eac9960f8ba0,0.7355,0.000823,0.7153,0.9482,0.2329,0.6829,0.9193,0.6205,0.6011,0.6335,0.5868,0.0023,0.0083,0.635,0.6101,0.5583,0.5361,0.0053,0.0263,0.1462,0.4047,
Citeseer,GCN,dropedge,"{""rate"": 0.3}",1024,eac9960f8ba0,0.7355,0.000823,0.7115,0.9609,0.2494,0.6763,0.9155,0.6453,0.6258,0.6498,0.5995,0.0023,0.0188,0.6519,0.621,0.5693,0.5473,0.0038,0.012,0.16,0.4079,
Citeseer,GCN,label_smoothing,"{""alpha"": 0.1}",42,eac9960f8ba0,0.7355,0.000823,0.7235,0.9767,0.2532,0.6962,0.8951,0.664,0.6536,0.6682,0.6296,0.0023,0.0098,0.6683,0.6533,0.557,0.5353,0.0023,0.0083,0.066,0.426,
Citeseer,GCN,label_smoothing,"{""alpha"": 0.1}",123,eac9960f8ba0,0.7355,0.000823,0.704,0.9722,0.2682,0.6791,0.903,0.677,0.6461,0.6585,0.6161,0.0023,0.0098,0.683,0.6315,0.5735,0.553,0.003,0.0173,0.0775,0.4209,
Citeseer,GCN,label_smoothing,"{""alpha"": 0.1}",456,eac9960f8ba0,0.7355,0.000823,0.7122,0.9722,0.26,0.6861,0.9071,0.6882,0.6416,0.6798,0.6424,0.0015,0.0053,0.6881,0.6424,0.5669,0.5413,0.015,0.0331,0.0585,0.4399,
