dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,lira_attack_auc,lira_attack_acc,ece_test,actual_dp_epsilon,peak_memory_mb
Cora,GraphSAGE,dp_sgd,{},456,0.81,0.00144,0.0,0.8685,0.8586,0.9821,0.1427,0.6318,0.1255,0.4978,0.0171,0.5331,0.5303,0.0164,0.0582,0.0732,0.5379,0.5166,0.0,0.0,0.0849,0.54,0.5377,0.0103,0.0606,0.0783,0.5173,0.5035,0.0,0.0,0.038,0.808,0.5,0.5,0.1016,22.5213,3868.44
Cora,GraphSAGE,dp_sgd,{},789,0.81,0.00144,0.0,0.8648,0.8513,0.9831,0.1183,0.5112,0.1602,0.6723,-0.0419,0.5655,0.5473,0.0,0.0,0.113,0.5505,0.5299,0.0,0.0,0.0879,0.516,0.5351,0.0044,0.0347,0.0702,0.5287,0.53,0.0,0.0,0.063,0.725,0.5,0.5,0.0991,22.5213,3868.44
Cora,GraphSAGE,dp_sgd,{},999,0.81,0.00144,0.0,0.8597,0.8462,0.9805,0.1207,0.5832,0.1759,0.705,-0.0552,0.5396,0.5569,0.0,0.0,0.1015,0.5516,0.527,0.0,0.0,0.1086,0.5555,0.5513,0.0192,0.0561,0.1086,0.5371,0.522,0.0,0.0,0.085,0.7335,0.5,0.5,0.1049,22.5213,4128.73
Citeseer,GCN,none,{},42,0.7355,0.000823,0.0,0.7218,0.6936,0.9083,0.0781,0.2433,0.0493,0.1749,0.0288,0.6339,0.6196,0.0149,0.0656,0.2665,0.6352,0.5855,0.0198,0.0649,0.265,0.6361,0.6342,0.0198,0.0631,0.2692,0.5422,0.5265,0.0,0.0,0.079,0.621,0.5,0.5,0.1731,,4128.73
Citeseer,GCN,none,{},123,0.7355,0.000823,0.0,0.7224,0.6989,0.9162,0.0738,0.2364,0.0538,0.1844,0.02,0.6417,0.6196,0.0274,0.0918,0.2479,0.6282,0.5774,0.0198,0.0692,0.2584,0.62,0.6192,0.0102,0.0643,0.2488,0.5441,0.5315,0.0,0.0,0.085,0.6525,0.5,0.5,0.1674,,4128.73
Citeseer,GCN,none,{},456,0.7355,0.000823,0.0,0.72,0.6909,0.9167,0.0755,0.2258,0.0523,0.177,0.0232,0.6191,0.613,0.0158,0.0521,0.2602,0.6342,0.5864,0.0174,0.0613,0.2548,0.6338,0.6189,0.0168,0.0613,0.2494,0.5448,0.534,0.0,0.0,0.11,0.659,0.5,0.5,0.1561,,4128.73
Citeseer,GCN,none,{},789,0.7355,0.000823,0.0,0.7266,0.6981,0.9225,0.0811,0.2472,0.0497,0.1717,0.0314,0.6362,0.6184,0.025,0.0976,0.2501,0.6132,0.5636,0.0138,0.0607,0.2434,0.6281,0.6111,0.015,0.0704,0.2428,0.5402,0.5285,0.0,0.0,0.082,0.653,0.5,0.5,0.1592,,4128.73
Citeseer,GCN,none,{},999,0.7355,0.000823,0.0,0.723,0.688,0.9143,0.085,0.2542,0.0493,0.1646,0.0357,0.6441,0.6244,0.0156,0.0828,0.2577,0.6359,0.5834,0.0174,0.0794,0.2518,0.6388,0.6258,0.0174,0.0794,0.2548,0.5525,0.5285,0.0,0.0,0.098,0.687,0.5,0.5,0.1587,,4128.73
Citeseer,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",42,0.7355,0.000823,0.0,0.7218,0.6936,0.9083,0.0781,0.2433,0.0493,0.1749,0.0288,0.6339,0.6196,0.0149,0.0656,0.2665,0.6352,0.5855,0.0198,0.0649,0.265,0.6361,0.6342,0.0198,0.0631,0.2692,0.5422,0.5265,0.0,0.0,0.079,0.621,0.5,0.5,0.1731,,4128.73
Citeseer,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",123,0.7355,0.000823,0.0,0.7224,0.6989,0.9162,0.0738,0.2364,0.0538,0.1844,0.02,0.6417,0.6196,0.0274,0.0918,0.2479,0.6282,0.5774,0.0198,0.0692,0.2584,0.62,0.6192,0.0102,0.0643,0.2488,0.5441,0.5315,0.0,0.0,0.085,0.6525,0.5,0.5,0.1674,,4128.73
Citeseer,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",456,0.7355,0.000823,0.0,0.72,0.6909,0.9167,0.0755,0.2258,0.0523,0.177,0.0232,0.6191,0.613,0.0158,0.0521,0.2602,0.6342,0.5864,0.0174,0.0613,0.2548,0.6338,0.6189,0.0168,0.0613,0.2494,0.5448,0.534,0.0,0.0,0.11,0.659,0.5,0.5,0.1561,,4128.73
Citeseer,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",789,0.7355,0.000823,0.0,0.7266,0.6981,0.9225,0.0811,0.2472,0.0497,0.1717,0.0314,0.6362,0.6184,0.025,0.0976,0.2501,0.6132,0.5636,0.0138,0.0607,0.2434,0.6281,0.6111,0.015,0.0704,0.2428,0.5402,0.5285,0.0,0.0,0.082,0.653,0.5,0.5,0.1592,,4128.73
Citeseer,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",999,0.7355,0.000823,0.0,0.723,0.688,0.9143,0.085,0.2542,0.0493,0.1646,0.0357,0.6441,0.6244,0.0156,0.0828,0.2577,0.6359,0.5834,0.0174,0.0794,0.2518,0.6388,0.6258,0.0174,0.0794,0.2548,0.5525,0.5285,0.0,0.0,0.098,0.687,0.5,0.5,0.1587,,4128.73
Citeseer,GCN,dropedge,"{""rate"": 0.3}",42,0.7355,0.000823,0.0,0.729,0.6983,0.9118,0.0655,0.2181,0.0444,0.1629,0.0211,0.6397,0.5919,0.0186,0.0631,0.2274,0.6396,0.5924,0.0144,0.0649,0.2344,0.6454,0.627,0.0156,0.0637,0.2601,0.5372,0.5205,0.0,0.0,0.082,0.587,0.5,0.5,0.1506,,4128.73
Citeseer,GCN,dropedge,"{""rate"": 0.3}",123,0.7355,0.000823,0.0,0.729,0.7028,0.9171,0.0619,0.2102,0.0478,0.1681,0.0141,0.6404,0.6178,0.0334,0.0775,0.2319,0.6328,0.5834,0.0216,0.0655,0.2302,0.6338,0.6135,0.021,0.0679,0.2307,0.5355,0.528,0.0,0.0,0.07,0.6235,0.5,0.5,0.1424,,4128.73
Citeseer,GCN,dropedge,"{""rate"": 0.3}",456,0.7355,0.000823,0.0,0.7368,0.7042,0.9214,0.0636,0.2019,0.0477,0.1681,0.0159,0.6238,0.5974,0.0121,0.0594,0.2261,0.6377,0.5906,0.0126,0.0752,0.2235,0.64,0.6138,0.0126,0.0734,0.2343,0.5713,0.5525,0.0,0.0,0.134,0.642,0.5,0.5,0.1239,,4128.73
Citeseer,GCN,dropedge,"{""rate"": 0.3}",789,0.7355,0.000823,0.0,0.7284,0.6966,0.9259,0.0677,0.2209,0.0446,0.1594,0.0231,0.6286,0.6112,0.0131,0.0607,0.2293,0.621,0.5786,0.0114,0.0559,0.2229,0.6221,0.6032,0.012,0.0559,0.2277,0.5425,0.5335,0.0,0.0,0.079,0.6175,0.5,0.5,0.1316,,4128.73
Citeseer,GCN,dropedge,"{""rate"": 0.3}",999,0.7355,0.000823,0.0,0.7254,0.6894,0.9162,0.0695,0.2262,0.0432,0.1483,0.0263,0.6399,0.6154,0.0204,0.072,0.2385,0.6368,0.5852,0.0216,0.0716,0.2295,0.6512,0.6231,0.0222,0.083,0.2505,0.5664,0.543,0.0,0.0,0.112,0.6645,0.5,0.5,0.1363,,4128.73
Citeseer,GCN,label_smoothing,"{""alpha"": 0.1}",42,0.7355,0.000823,0.0,0.726,0.6974,0.8979,0.0756,0.1813,0.0469,0.1317,0.0288,0.6592,0.6196,0.0136,0.0384,0.2823,0.6576,0.6225,0.0114,0.0397,0.2788,0.6582,0.6363,0.0114,0.0397,0.2818,0.5503,0.5335,0.0,0.0,0.099,0.681,0.5,0.5,0.0701,,4128.73
Citeseer,GCN,label_smoothing,"{""alpha"": 0.1}",123,0.7355,0.000823,0.0,0.7188,0.6944,0.9065,0.0697,0.1757,0.0495,0.1338,0.0202,0.6417,0.6082,0.0119,0.0381,0.2552,0.6387,0.5972,0.0102,0.0313,0.2686,0.6617,0.6141,0.0102,0.0716,0.2602,0.5337,0.521,0.0,0.0,0.071,0.693,0.5,0.5,0.0648,,4128.73
Citeseer,GCN,label_smoothing,"{""alpha"": 0.1}",456,0.7355,0.000823,0.0,0.7133,0.6849,0.9049,0.0727,0.1714,0.0458,0.1193,0.0269,0.6341,0.6052,0.0036,0.0194,0.266,0.6508,0.6135,0.0066,0.0313,0.2668,0.6503,0.6252,0.006,0.0325,0.2626,0.5553,0.5435,0.0,0.0,0.114,0.6985,0.5,0.5,0.0489,,4128.73
Citeseer,GCN,label_smoothing,"{""alpha"": 0.1}",789,0.7355,0.000823,0.0,0.726,0.6946,0.914,0.0761,0.1861,0.0466,0.1287,0.0294,0.6724,0.6112,0.0393,0.1012,0.2482,0.6254,0.5912,0.0036,0.0253,0.2464,0.6713,0.6123,0.0253,0.1233,0.244,0.5448,0.52,0.0,0.0,0.098,0.6705,0.5,0.5,0.0558,,4128.73
Citeseer,GCN,label_smoothing,"{""alpha"": 0.1}",999,0.7355,0.000823,0.0,0.723,0.6905,0.9033,0.0791,0.1902,0.0456,0.1191,0.0335,0.6602,0.634,0.0096,0.048,0.2858,0.655,0.6135,0.0108,0.0493,0.262,0.6561,0.627,0.0108,0.0481,0.2656,0.5572,0.542,0.0,0.0,0.108,0.7345,0.5,0.5,0.0506,,4128.73
Citeseer,GCN,confidence_masking,"{""top_k"": 2}",42,0.7355,0.000823,0.0,0.7218,0.6936,0.8813,0.0781,0.2433,0.0493,0.1749,0.0288,0.6276,0.6178,0.0087,0.0532,0.2601,0.6341,0.5843,0.0192,0.0607,0.2602,0.638,0.6258,0.0144,0.0679,0.2602,0.5422,0.5265,0.0,0.0,0.079,0.621,0.5,0.5,0.1988,,4128.73
Citeseer,GCN,confidence_masking,"{""top_k"": 2}",123,0.7355,0.000823,0.0,0.7224,0.6989,0.8829,0.0738,0.2364,0.0538,0.1844,0.02,0.6091,0.6214,0.0083,0.0703,0.2453,0.6272,0.5786,0.0222,0.0667,0.2488,0.6227,0.6189,0.0126,0.0776,0.2488,0.5441,0.5315,0.0,0.0,0.085,0.6525,0.5,0.5,0.1923,,4128.73
Citeseer,GCN,confidence_masking,"{""top_k"": 2}",456,0.7355,0.000823,0.0,0.72,0.6909,0.8802,0.0755,0.2258,0.0523,0.177,0.0232,0.6156,0.6106,0.0097,0.0618,0.2332,0.6311,0.5867,0.018,0.0673,0.2428,0.6154,0.6189,0.0078,0.0571,0.2428,0.5448,0.534,0.0,0.0,0.11,0.659,0.5,0.5,0.1867,,4128.73
Citeseer,GCN,confidence_masking,"{""top_k"": 2}",789,0.7355,0.000823,0.0,0.7266,0.6981,0.8922,0.0811,0.2472,0.0497,0.1717,0.0314,0.627,0.6238,0.0095,0.0607,0.2471,0.6122,0.5684,0.012,0.0565,0.235,0.6307,0.6123,0.0138,0.0806,0.235,0.5402,0.5285,0.0,0.0,0.082,0.653,0.5,0.5,0.1875,,4128.73
Citeseer,GCN,confidence_masking,"{""top_k"": 2}",999,0.7355,0.000823,0.0,0.723,0.688,0.8874,0.085,0.2542,0.0493,0.1646,0.0357,0.6067,0.6196,0.006,0.066,0.2395,0.6323,0.5834,0.0186,0.0698,0.2464,0.6176,0.6216,0.0156,0.0758,0.2464,0.5525,0.5285,0.0,0.0,0.098,0.687,0.5,0.5,0.1871,,4128.73
Citeseer,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",42,0.7355,0.000823,0.0,0.7218,0.6936,0.9083,0.0781,0.2433,0.0493,0.1749,0.0288,0.6339,0.6196,0.0149,0.0656,0.2665,0.6352,0.5855,0.0198,0.0649,0.265,0.6361,0.6342,0.0198,0.0631,0.2692,0.5422,0.5265,0.0,0.0,0.079,0.621,0.5,0.5,0.1731,,4128.73
Citeseer,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",123,0.7355,0.000823,0.0,0.7224,0.6989,0.9162,0.0738,0.2364,0.0538,0.1844,0.02,0.6417,0.6196,0.0274,0.0918,0.2479,0.6282,0.5774,0.0198,0.0692,0.2584,0.62,0.6192,0.0102,0.0643,0.2488,0.5441,0.5315,0.0,0.0,0.085,0.6525,0.5,0.5,0.1674,,4128.73
Citeseer,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",456,0.7355,0.000823,0.0,0.72,0.6909,0.9167,0.0755,0.2258,0.0523,0.177,0.0232,0.6191,0.613,0.0158,0.0521,0.2602,0.6342,0.5864,0.0174,0.0613,0.2548,0.6338,0.6189,0.0168,0.0613,0.2494,0.5448,0.534,0.0,0.0,0.11,0.659,0.5,0.5,0.1561,,4128.73
Citeseer,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",789,0.7355,0.000823,0.0,0.7266,0.6981,0.9225,0.0811,0.2472,0.0497,0.1717,0.0314,0.6362,0.6184,0.025,0.0976,0.2501,0.6132,0.5636,0.0138,0.0607,0.2434,0.6281,0.6111,0.015,0.0704,0.2428,0.5402,0.5285,0.0,0.0,0.082,0.653,0.5,0.5,0.1592,,4128.73
Citeseer,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",999,0.7355,0.000823,0.0,0.723,0.688,0.9143,0.085,0.2542,0.0493,0.1646,0.0357,0.6441,0.6244,0.0156,0.0828,0.2577,0.6359,0.5834,0.0174,0.0794,0.2518,0.6388,0.6258,0.0174,0.0794,0.2548,0.5525,0.5285,0.0,0.0,0.098,0.687,0.5,0.5,0.1587,,4128.73
Citeseer,GCN,dp_sgd,{},42,0.7355,0.000823,0.0,0.7181,0.693,0.9042,0.066,0.2509,0.0716,0.2401,-0.0056,0.5938,0.5775,0.0062,0.0408,0.1795,0.5982,0.563,0.0,0.0553,0.1904,0.5971,0.593,0.0162,0.0643,0.1904,0.5152,0.502,0.0,0.0,0.043,0.8145,0.5,0.5,0.2046,22.5213,4702.83
Citeseer,GCN,dp_sgd,{},123,0.7355,0.000823,0.0,0.7332,0.7083,0.9116,0.0625,0.227,0.0638,0.2222,-0.0013,0.5764,0.5787,0.0095,0.0465,0.1646,0.5933,0.5606,0.0,0.0601,0.1628,0.5802,0.5756,0.0054,0.0547,0.1586,0.5163,0.4995,0.0,0.0,0.038,0.823,0.5,0.5,0.1872,22.5213,5301.5
Citeseer,GCN,dp_sgd,{},456,0.7355,0.000823,0.0,0.735,0.7075,0.9121,0.0664,0.2317,0.0697,0.2554,-0.0033,0.5698,0.5661,0.0182,0.0424,0.1488,0.5916,0.5564,0.0,0.0547,0.1591,0.5722,0.5741,0.012,0.0535,0.1556,0.5285,0.5185,0.0,0.0,0.051,0.7925,0.5,0.5,0.1816,22.5213,5320.48
Citeseer,GCN,dp_sgd,{},789,0.7355,0.000823,0.0,0.7362,0.7055,0.9156,0.0722,0.266,0.0694,0.2386,0.0028,0.6014,0.5775,0.0095,0.0738,0.1594,0.5808,0.5479,0.0,0.0355,0.1664,0.6024,0.5741,0.015,0.0692,0.1639,0.5141,0.5095,0.0,0.0,0.05,0.8285,0.5,0.5,0.1784,22.5213,5320.48
Citeseer,GCN,dp_sgd,{},999,0.7355,0.000823,0.0,0.7242,0.6845,0.9135,0.0662,0.2346,0.0702,0.2392,-0.004,0.5585,0.5649,0.006,0.0528,0.153,0.5917,0.554,0.0,0.0661,0.1562,0.5746,0.575,0.009,0.0625,0.1556,0.538,0.5245,0.0,0.0,0.07,0.825,0.5,0.5,0.1923,22.5213,5320.48
Citeseer,GraphSAGE,none,{},42,0.7355,0.000823,0.0,0.741,0.7117,0.9178,0.1786,0.4178,0.1455,0.2558,0.0331,0.7252,0.7218,0.0198,0.0842,0.4605,0.7297,0.6592,0.015,0.077,0.4633,0.7293,0.7274,0.015,0.077,0.4633,0.6731,0.6095,0.0,0.0,0.3,0.594,0.5,0.5,0.1422,,5320.48
Citeseer,GraphSAGE,none,{},123,0.7355,0.000823,0.0,0.7518,0.7304,0.9279,0.1803,0.4054,0.1458,0.2621,0.0345,0.7189,0.7109,0.0095,0.0739,0.426,0.7271,0.6622,0.0132,0.0878,0.4495,0.7267,0.7232,0.0138,0.086,0.4471,0.6711,0.6075,0.0,0.0,0.298,0.65,0.5,0.5,0.1364,,5320.48
Citeseer,GraphSAGE,none,{},456,0.7355,0.000823,0.0,0.7518,0.7224,0.9241,0.19,0.4223,0.1651,0.2987,0.0249,0.7346,0.7157,0.017,0.0909,0.4463,0.7449,0.6718,0.0162,0.0812,0.4729,0.7445,0.7322,0.0156,0.0812,0.4699,0.677,0.608,0.0,0.0,0.303,0.668,0.5,0.5,0.1236,,5320.48
Citeseer,GraphSAGE,none,{},789,0.7355,0.000823,0.0,0.7452,0.7155,0.9245,0.2032,0.4816,0.145,0.2722,0.0583,0.7162,0.7073,0.0155,0.0988,0.4173,0.7167,0.6483,0.0138,0.0884,0.42,0.7165,0.7072,0.0138,0.089,0.4188,0.6724,0.608,0.0,0.0,0.29,0.6155,0.5,0.5,0.1401,,5320.48
Citeseer,GraphSAGE,none,{},999,0.7355,0.000823,0.0,0.7416,0.7025,0.9285,0.1906,0.404,0.1499,0.2516,0.0408,0.7308,0.7139,0.03,0.0864,0.4286,0.7331,0.6622,0.0247,0.0752,0.4441,0.7325,0.7208,0.0235,0.0752,0.4435,0.6951,0.6295,0.0,0.0,0.33,0.6655,0.5,0.5,0.1343,,5320.48
Citeseer,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",42,0.7355,0.000823,0.0,0.741,0.7117,0.9178,0.1786,0.4178,0.1455,0.2558,0.0331,0.7252,0.7218,0.0198,0.0842,0.4605,0.7297,0.6592,0.015,0.077,0.4633,0.7293,0.7274,0.015,0.077,0.4633,0.6731,0.6095,0.0,0.0,0.3,0.594,0.5,0.5,0.1422,,5320.48
Citeseer,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",123,0.7355,0.000823,0.0,0.7518,0.7304,0.9279,0.1803,0.4054,0.1458,0.2621,0.0345,0.7189,0.7109,0.0095,0.0739,0.426,0.7271,0.6622,0.0132,0.0878,0.4495,0.7267,0.7232,0.0138,0.086,0.4471,0.6711,0.6075,0.0,0.0,0.298,0.65,0.5,0.5,0.1364,,5320.48
Citeseer,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",456,0.7355,0.000823,0.0,0.7518,0.7224,0.9241,0.19,0.4223,0.1651,0.2987,0.0249,0.7346,0.7157,0.017,0.0909,0.4463,0.7449,0.6718,0.0162,0.0812,0.4729,0.7445,0.7322,0.0156,0.0812,0.4699,0.677,0.608,0.0,0.0,0.303,0.668,0.5,0.5,0.1236,,5320.48
Citeseer,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",789,0.7355,0.000823,0.0,0.7452,0.7155,0.9245,0.2032,0.4816,0.145,0.2722,0.0583,0.7162,0.7073,0.0155,0.0988,0.4173,0.7167,0.6483,0.0138,0.0884,0.42,0.7165,0.7072,0.0138,0.089,0.4188,0.6724,0.608,0.0,0.0,0.29,0.6155,0.5,0.5,0.1401,,5320.48
Citeseer,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",999,0.7355,0.000823,0.0,0.7416,0.7025,0.9285,0.1906,0.404,0.1499,0.2516,0.0408,0.7308,0.7139,0.03,0.0864,0.4286,0.7331,0.6622,0.0247,0.0752,0.4441,0.7325,0.7208,0.0235,0.0752,0.4435,0.6951,0.6295,0.0,0.0,0.33,0.6655,0.5,0.5,0.1343,,5320.48
Citeseer,GraphSAGE,dropedge,"{""rate"": 0.3}",42,0.7355,0.000823,0.0,0.7434,0.713,0.9206,0.3348,0.4279,0.3332,0.411,0.0017,0.7489,0.7194,0.0149,0.078,0.4754,0.7501,0.6742,0.0144,0.0776,0.4729,0.7496,0.7331,0.015,0.0764,0.4741,0.6903,0.6305,0.0,0.0,0.299,0.7395,0.5,0.5,0.1507,,5320.48
Citeseer,GraphSAGE,dropedge,"{""rate"": 0.3}",123,0.7355,0.000823,0.0,0.756,0.729,0.9289,0.3372,0.4201,0.3397,0.3897,-0.0026,0.7319,0.7266,0.0048,0.0489,0.456,0.7396,0.6658,0.0096,0.0824,0.4525,0.7392,0.7247,0.0096,0.0854,0.4525,0.6909,0.6325,0.0,0.0,0.319,0.7975,0.5,0.5,0.1384,,5320.48
Citeseer,GraphSAGE,dropedge,"{""rate"": 0.3}",456,0.7355,0.000823,0.0,0.7614,0.7295,0.9293,0.3557,0.4204,0.3623,0.4161,-0.0065,0.7359,0.7181,0.0182,0.1091,0.4483,0.7441,0.6682,0.0168,0.0914,0.4627,0.744,0.728,0.0174,0.0908,0.4597,0.697,0.63,0.0,0.0,0.324,0.7835,0.5,0.5,0.1266,,5320.48
Citeseer,GraphSAGE,dropedge,"{""rate"": 0.3}",789,0.7355,0.000823,0.0,0.7488,0.7169,0.9314,0.3711,0.4396,0.3346,0.3871,0.0365,0.7329,0.7194,0.0286,0.0833,0.4397,0.7368,0.6622,0.0241,0.0866,0.4417,0.7364,0.7181,0.0235,0.0866,0.4387,0.6857,0.6175,0.0,0.0,0.319,0.7845,0.5,0.5,0.1396,,5320.48
Citeseer,GraphSAGE,dropedge,"{""rate"": 0.3}",999,0.7355,0.000823,0.0,0.747,0.7096,0.9299,0.3612,0.4179,0.3445,0.3793,0.0167,0.7414,0.7181,0.0228,0.1056,0.4503,0.7478,0.664,0.018,0.0854,0.4609,0.7475,0.7262,0.018,0.0812,0.4621,0.7016,0.6265,0.0,0.0,0.314,0.809,0.5,0.5,0.14,,5320.48
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",42,0.7355,0.000823,0.0,0.7404,0.7074,0.9118,0.2013,0.2417,0.1137,0.1068,0.0876,0.794,0.771,0.0,0.0272,0.5593,0.7948,0.7373,0.0006,0.0307,0.5558,0.7946,0.7746,0.0006,0.0307,0.554,0.6829,0.6115,0.0,0.0,0.307,0.631,0.5,0.5,0.0351,,5320.48
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",123,0.7355,0.000823,0.0,0.7524,0.7322,0.9207,0.202,0.2221,0.1169,0.1083,0.0851,0.7827,0.7638,0.0,0.0405,0.5342,0.794,0.7325,0.0,0.0379,0.5583,0.7939,0.7764,0.0,0.0385,0.5571,0.7138,0.658,0.0,0.0,0.334,0.6915,0.5,0.5,0.0343,,5320.48
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",456,0.7355,0.000823,0.0,0.7416,0.7118,0.9175,0.2012,0.2309,0.1172,0.1175,0.084,0.7985,0.774,0.0024,0.0582,0.5605,0.8002,0.7355,0.0024,0.0529,0.5643,0.8001,0.7782,0.0024,0.0529,0.5643,0.7008,0.626,0.0,0.0,0.341,0.7075,0.5,0.5,0.0274,,5320.48
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",789,0.7355,0.000823,0.0,0.7482,0.7205,0.9205,0.211,0.2546,0.1149,0.1088,0.0961,0.79,0.7614,0.0024,0.056,0.5313,0.782,0.7223,0.003,0.0397,0.53,0.7819,0.7622,0.003,0.0397,0.5306,0.7055,0.6215,0.0,0.0,0.347,0.657,0.5,0.5,0.0289,,5320.48
Citeseer,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",999,0.7355,0.000823,0.0,0.7362,0.6969,0.9247,0.2071,0.2266,0.1177,0.1054,0.0894,0.7959,0.7704,0.0012,0.0504,0.5442,0.7912,0.7265,0.0006,0.0427,0.5456,0.7911,0.771,0.0006,0.0421,0.5456,0.719,0.634,0.0,0.0,0.367,0.705,0.5,0.5,0.0283,,5320.48
Citeseer,GraphSAGE,confidence_masking,"{""top_k"": 2}",42,0.7355,0.000823,0.0,0.741,0.7117,0.889,0.1786,0.4178,0.1455,0.2558,0.0331,0.7283,0.7079,0.0161,0.0866,0.4453,0.7323,0.6658,0.015,0.0842,0.4561,0.7322,0.7244,0.015,0.0842,0.4561,0.6731,0.6095,0.0,0.0,0.3,0.594,0.5,0.5,0.1718,,5320.48
Citeseer,GraphSAGE,confidence_masking,"{""top_k"": 2}",123,0.7355,0.000823,0.0,0.7518,0.7304,0.8985,0.1803,0.4054,0.1458,0.2621,0.0345,0.7237,0.7163,0.0107,0.0656,0.4336,0.7301,0.661,0.0156,0.0878,0.4531,0.73,0.7241,0.0156,0.0878,0.4531,0.6711,0.6075,0.0,0.0,0.298,0.65,0.5,0.5,0.1649,,5320.48
Citeseer,GraphSAGE,confidence_masking,"{""top_k"": 2}",456,0.7355,0.000823,0.0,0.7518,0.7224,0.8922,0.19,0.4223,0.1651,0.2987,0.0249,0.7353,0.7157,0.0206,0.0836,0.4439,0.7464,0.6748,0.0186,0.077,0.4687,0.7462,0.7322,0.0192,0.077,0.4687,0.677,0.608,0.0,0.0,0.303,0.668,0.5,0.5,0.1547,,5320.48
Citeseer,GraphSAGE,confidence_masking,"{""top_k"": 2}",789,0.7355,0.000823,0.0,0.7452,0.7155,0.8878,0.2032,0.4816,0.145,0.2722,0.0583,0.7172,0.7115,0.0155,0.1024,0.4227,0.7178,0.6477,0.0162,0.0836,0.42,0.7178,0.709,0.0162,0.0836,0.42,0.6724,0.608,0.0,0.0,0.29,0.6155,0.5,0.5,0.1716,,5320.48
Citeseer,GraphSAGE,confidence_masking,"{""top_k"": 2}",999,0.7355,0.000823,0.0,0.7416,0.7025,0.8926,0.1906,0.404,0.1499,0.2516,0.0408,0.7358,0.7103,0.03,0.0804,0.4323,0.7347,0.667,0.0241,0.074,0.4435,0.7346,0.7196,0.0241,0.074,0.4435,0.6951,0.6295,0.0,0.0,0.33,0.6655,0.5,0.5,0.1661,,5320.48
Citeseer,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",42,0.7355,0.000823,0.0,0.741,0.7117,0.9178,0.1786,0.4178,0.1455,0.2558,0.0331,0.7252,0.7218,0.0198,0.0842,0.4605,0.7297,0.6592,0.015,0.077,0.4633,0.7293,0.7274,0.015,0.077,0.4633,0.6731,0.6095,0.0,0.0,0.3,0.594,0.5,0.5,0.1422,,5320.48
Citeseer,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",123,0.7355,0.000823,0.0,0.7518,0.7304,0.9279,0.1803,0.4054,0.1458,0.2621,0.0345,0.7189,0.7109,0.0095,0.0739,0.426,0.7271,0.6622,0.0132,0.0878,0.4495,0.7267,0.7232,0.0138,0.086,0.4471,0.6711,0.6075,0.0,0.0,0.298,0.65,0.5,0.5,0.1364,,5320.48
Citeseer,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",456,0.7355,0.000823,0.0,0.7518,0.7224,0.9241,0.19,0.4223,0.1651,0.2987,0.0249,0.7346,0.7157,0.017,0.0909,0.4463,0.7449,0.6718,0.0162,0.0812,0.4729,0.7445,0.7322,0.0156,0.0812,0.4699,0.677,0.608,0.0,0.0,0.303,0.668,0.5,0.5,0.1236,,5320.48
