dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,ece_test,actual_dp_epsilon,dp_delta,dp_clip_norm,dp_noise_multiplier,lambda_epsd,epsd_ablation,model_sha256,prediction_sha256,normal_loss_ep1,epsd_kl_loss_ep1,total_loss_ep1,normal_loss_final,epsd_kl_loss_final,total_loss_final
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",2024,0.2999,0.015,0.0,0.59,0.5839,0.826,0.0301,0.0942,0.0331,0.1393,-0.003,0.6876,0.6556,0.0,0.1236,0.3245,0.7135,0.6667,0.0111,0.1389,0.35,0.7171,0.6611,0.0333,0.1611,0.3556,,,,,,,0.0926,,,,,1.0,none,a34368f94ec4b321f9a73e7a44fe7680e642f418b783ee6ad76d3201f239c1d1,ab5502366aecddf8e38d62bd81986911710cf5f4b528c5e6465117a4313685da,1.6486,0.0428,1.6913,0.4494,0.1262,0.5756
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",3141,0.2999,0.015,0.0,0.585,0.5798,0.8503,0.0448,0.1341,0.0227,0.0554,0.022,0.7222,0.6436,0.046,0.1034,0.4038,0.7028,0.6489,0.0372,0.0798,0.3511,0.6985,0.6569,0.0053,0.0957,0.367,,,,,,,0.1286,,,,,1.0,none,6fa19dd0d725c80b15fcf76a8a1260051045f7644ea61ac8298f17407bb8fd5c,a44bcc275a5ad4d529ac3c8a5bafb8810fe3bd82a73a89e5ee04de64b4a3b130,1.7585,0.0387,1.7973,0.407,0.1681,0.5751
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",5000,0.2999,0.015,0.0,0.545,0.5464,0.8403,0.0309,0.0774,0.0244,0.0482,0.0065,0.7016,0.6344,0.0118,0.0353,0.3793,0.7169,0.6559,0.0054,0.0376,0.3817,0.7492,0.6747,0.0161,0.172,0.3817,,,,,,,0.1697,,,,,1.0,none,8d961dba04318740a599d2eefa4dd0b62dbcaee1618cb446d4fce1be22c629d1,8ba65bc2ebabf7444294931a93dadcadecb12be5283b79aa9762ff62e2a886f3,1.6861,0.049,1.735,0.4002,0.1528,0.5529
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",7777,0.2999,0.015,0.0,0.49,0.4853,0.7935,0.0286,0.0632,0.0213,0.0661,0.0072,0.6915,0.6902,0.0106,0.0426,0.4589,0.7524,0.712,0.0163,0.0761,0.4565,0.7841,0.7283,0.0217,0.1087,0.4674,,,,,,,0.1984,,,,,1.0,none,7bfc509a847a4d2bec96c05759fbe8cd3daf1ac3352b4fff4c93f090adc62564,fbd4afa4507978e203aaaff2b662d30714980d99017329c140f34075d52efa3b,1.6724,0.037,1.7094,0.4077,0.1576,0.5653
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",9999,0.2999,0.015,0.0,0.555,0.5575,0.8322,0.028,0.0761,0.0321,0.2153,-0.0042,0.6696,0.6154,0.011,0.033,0.3077,0.7213,0.6703,0.011,0.0824,0.3846,0.7303,0.6758,0.0165,0.1154,0.3791,,,,,,,0.1277,,,,,1.0,none,69ca2068de3881f85b1113fdd897f40439bae9f4f0825a35a932f7e8b4829b4b,bf64d9a08624db87fdc41b37d1d2df011c821d0311e6647aa28f43f75fa4cdf2,1.7693,0.0439,1.8131,0.413,0.1342,0.5472
synthetic_low_medium,GraphSAGE,none,{},42,0.2999,0.015,0.0,0.75,0.7424,0.9394,0.9367,1.0208,1.506,1.2906,-0.5693,0.8033,0.663,0.0465,0.1977,0.5873,0.7926,0.7127,0.0,0.1878,0.5635,0.7919,0.7514,0.0331,0.1878,0.5635,,,,,,,0.1597,,,,,0.0,none,d4ea1083b95ecb12fd528d21e61e2209a9727c770b56400f98041cb442820bad,2a8cd143b13c2f3d60f0d35eb4f7157557d1e5bfabd68658b3a5f70909408943,1.7035,0.0,1.7035,0.0302,0.0,0.0302
synthetic_low_medium,GraphSAGE,none,{},123,0.2999,0.015,0.0,0.67,0.6657,0.9187,0.9261,1.0637,1.4972,1.2922,-0.571,0.8609,0.7459,0.033,0.1758,0.6589,0.8685,0.7784,0.027,0.2595,0.6595,0.8687,0.7946,0.0541,0.2649,0.6649,,,,,,,0.2233,,,,,0.0,none,994b50127ec51598b0a20abfedcfa91c1b2779e670f7068a157fb08bc6e5ea1a,2e571810d73b586591c7f6938c77d31f7847adb07598933ca515cd0f450fa6d4,1.815,0.0,1.815,0.0122,0.0,0.0122
synthetic_low_medium,GraphSAGE,none,{},456,0.2999,0.015,0.0,0.75,0.7477,0.9461,1.1029,1.2085,1.407,1.5294,-0.304,0.763,0.6776,0.0,0.044,0.5102,0.7419,0.6667,0.0,0.0437,0.4809,0.7409,0.7268,0.0055,0.0437,0.4809,,,,,,,0.1682,,,,,0.0,none,a37fe0281db3926033da59737b39d20e454e0e485b88efbcf4c8250195a846fa,f15e5b2444599638b019a4261891139076ff7f39b932a24c03a8914c7aa4dfa0,1.9088,0.0,1.9088,0.0476,0.0,0.0476
synthetic_low_medium,GraphSAGE,none,{},789,0.2999,0.015,0.0,0.755,0.7518,0.9434,0.9452,0.9828,1.4635,1.2562,-0.5183,0.7989,0.7407,0.0,0.0947,0.5326,0.8032,0.7302,0.0,0.1164,0.5397,0.8025,0.7593,0.0053,0.1217,0.5397,,,,,,,0.1482,,,,,0.0,none,87ff019a64bdc022e89baa3fb88ad5724d5564baada5b15d41e15b122e17672d,3df96617a3922b1b0c6e71a033779feb397a0cc3742b30b0fade60689d04d796,1.8614,0.0,1.8614,0.0351,0.0,0.0351
synthetic_low_medium,GraphSAGE,none,{},1024,0.2999,0.015,0.0,0.79,0.7903,0.9553,1.1072,1.1236,1.5231,1.4265,-0.4158,0.8219,0.7253,0.0111,0.0778,0.6295,0.8466,0.7802,0.0,0.0989,0.6593,0.8462,0.772,0.0165,0.0989,0.6593,,,,,,,0.122,,,,,0.0,none,c737ee88a446dd09cd6fcd5d3b992659d79a3ca7963e529a3ed785c2f3dfa85e,4f105451a095f654d54d3697deaf5f92794659341a6a364c54336dd010236e85,1.8443,0.0,1.8443,0.0121,0.0,0.0121
synthetic_low_medium,GraphSAGE,none,{},2024,0.2999,0.015,0.0,0.72,0.719,0.9233,0.8868,1.0872,1.5335,1.3873,-0.6467,0.8612,0.7889,0.0449,0.1124,0.7248,0.8546,0.8,0.0111,0.1278,0.7,0.8542,0.8139,0.0111,0.1278,0.6944,,,,,,,0.1723,,,,,0.0,none,83f52ac24b93dfbb2a57b15bb94220805fbcc437264b49103326ed5369e1d7f9,d7473af85cee0b16ad277e524b2dab805845f83ab6787e6c257c78791c04e9f9,1.7723,0.0,1.7723,0.0239,0.0,0.0239
synthetic_low_medium,GraphSAGE,none,{},3141,0.2999,0.015,0.0,0.755,0.7564,0.9442,1.0353,1.1155,1.5575,1.4515,-0.5222,0.7911,0.7021,0.0805,0.2069,0.5347,0.8215,0.75,0.0,0.1649,0.6011,0.8205,0.7739,0.016,0.1649,0.6011,,,,,,,0.1486,,,,,0.0,none,94814fbbc786a1f10e451d918cb4f81ecbf15e47307f187e4a4c4851d4c8c139,82939c60a495e178025a6abd12fb47379a3c9cb208145a65dd0f7f16e6f24a49,1.7337,0.0,1.7337,0.0231,0.0,0.0231
synthetic_low_medium,GraphSAGE,none,{},5000,0.2999,0.015,0.0,0.81,0.8121,0.967,1.073,1.1219,1.6996,1.3798,-0.6267,0.8062,0.6882,0.0588,0.1647,0.5965,0.7909,0.7097,0.0,0.0968,0.5591,0.791,0.7446,0.0215,0.1075,0.5645,,,,,,,0.1201,,,,,0.0,none,02c090fc2008942acf01ed5f0f1f400c75b6d48521163b8936e6bf1b8ec1d8b9,3e05b77b32c2137d7c75da88c109395d8752c2c9efa66a36e009c36b8f0380c6,1.7266,0.0,1.7266,0.0259,0.0,0.0259
synthetic_low_medium,GraphSAGE,none,{},7777,0.2999,0.015,0.0,0.725,0.7225,0.9319,1.0119,1.0691,1.5206,1.4543,-0.5086,0.8363,0.7717,0.0426,0.1809,0.6251,0.8622,0.7935,0.0272,0.1793,0.6739,0.8616,0.8234,0.0326,0.1793,0.6793,,,,,,,0.1567,,,,,0.0,none,1272d38e58cf9e2e1ca7bf6d9f49e5ebeabf0c5e5d90804d0505b97107e224e5,5d2d91b9618c9560de64e78ccd0365941eb041545d3db43811dc4e407e0e043e,1.8695,0.0,1.8695,0.028,0.0,0.028
synthetic_low_medium,GraphSAGE,none,{},9999,0.2999,0.015,0.0,0.765,0.7605,0.9543,0.8451,0.9054,1.4837,1.3593,-0.6386,0.7433,0.7308,0.022,0.1538,0.5165,0.7799,0.6813,0.0,0.1868,0.522,0.7797,0.7418,0.0385,0.1868,0.5165,,,,,,,0.1371,,,,,0.0,none,34a37fb3db1120158d2ba4acc897e4829b66638d7de4380485fed37458a464ad,6275cb9c254acfb0c1e6cad1704930a92f1059d1167ca5773fef5efcb027e1dd,1.6131,0.0,1.6131,0.0354,0.0,0.0354
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",42,0.2999,0.015,0.0,0.77,0.7683,0.9501,1.0544,0.8169,1.4599,1.0124,-0.4056,0.7678,0.6796,0.0349,0.1163,0.5269,0.7661,0.6906,0.0331,0.105,0.5193,0.7654,0.7155,0.0331,0.1105,0.5193,,,,,,,0.1282,,,,,0.0,none,04a9b23f0e520645629eaf01152ef3646185110b3a532fa1fe4462e159049ed9,752bb4caec4f6abad83a2536a96070bcfe0ee83d98f24d1e8199e12aea3ae538,1.7365,0.0,1.7365,0.0301,0.0,0.0301
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",123,0.2999,0.015,0.0,0.69,0.6857,0.9227,1.2037,0.9804,1.5606,1.0599,-0.357,0.8345,0.7243,0.033,0.1099,0.6043,0.8505,0.7622,0.027,0.2432,0.6378,0.8501,0.7892,0.0378,0.2432,0.627,,,,,,,0.1933,,,,,0.0,none,7730d7b01e847bb9f62b6a39fa19f206837d8a71516af50875411b0e73d6349e,454a80970cae0d1d902ad188c5fa141f828c4ec33baf79f855f4458e48261572,1.8647,0.0,1.8647,0.0736,0.0,0.0736
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",456,0.2999,0.015,0.0,0.77,0.7694,0.948,1.1965,0.8585,1.3557,0.9305,-0.1592,0.7388,0.6721,0.0,0.044,0.4553,0.7311,0.6448,0.0,0.0328,0.459,0.7306,0.7213,0.0164,0.0383,0.4536,,,,,,,0.1539,,,,,0.0,none,5aaeb98735d4764bc8daa718f71bdd3f6c58b71d653734e2d1b74c7b79442af2,53f4bfa1148d9fc471655de4070f1b8814d8d6387f1103cc019955e2a6790c37,1.9599,0.0,1.9599,0.0395,0.0,0.0395
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",789,0.2999,0.015,0.0,0.775,0.7713,0.9542,1.104,0.8096,1.5338,0.9896,-0.4298,0.7841,0.7302,0.0,0.0632,0.532,0.7889,0.709,0.0,0.1164,0.5397,0.7883,0.7698,0.0106,0.1164,0.5397,,,,,,,0.139,,,,,0.0,none,347480de4e006f393f60ad4824f04adb78062c9c88e3875e56623c354860978d,8a17b1b9684692d4b0da9acb4bf5d1b62b3c74acd54f7cbeb47437feed2dd226,1.8573,0.0,1.8573,0.0795,0.0,0.0795
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",1024,0.2999,0.015,0.0,0.79,0.7893,0.9587,1.2953,1.0486,1.5837,1.1225,-0.2883,0.8123,0.7473,0.0222,0.0778,0.5749,0.834,0.7747,0.022,0.1319,0.5769,0.8335,0.7802,0.022,0.1209,0.5824,,,,,,,0.1031,,,,,0.0,none,185c0b39742a5ae747a7f86d29002f5ff694d244baedec573598ee47c4c63b67,c9e1c62cc0ac7ab06a947f035082c46bd4aac8abf00d401f43c5f54ae6c93f9f,1.8402,0.0,1.8402,0.0523,0.0,0.0523
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",2024,0.2999,0.015,0.0,0.765,0.766,0.938,1.0722,0.8139,1.451,1.1078,-0.3788,0.837,0.7556,0.0225,0.1236,0.6806,0.8232,0.7611,0.0,0.1056,0.65,0.8233,0.8,0.0056,0.1056,0.6444,,,,,,,0.1222,,,,,0.0,none,6527dbbce13406a483b2dc5f6dd17108e4a36f91c0f28980c201f36a55268e66,22999868438e6a96dfc3ce584b94714bba38197b40766e86b8ce0a09b6de7ca0,1.8161,0.0,1.8161,0.0477,0.0,0.0477
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",3141,0.2999,0.015,0.0,0.795,0.7939,0.9552,1.1157,0.7734,1.5005,1.0112,-0.3848,0.7681,0.6862,0.069,0.1379,0.497,0.7998,0.7234,0.0,0.0798,0.5532,0.7987,0.766,0.016,0.0851,0.5479,,,,,,,0.1114,,,,,0.0,none,e805a33ef32d1c5077c6d2ccaf8e135879fe4ed27a4591810dd843837fbc3675,9c28e840bbeb140d536f84a471f7256afc952a5117c37b5779b4d07df222e89d,1.8051,0.0,1.8051,0.0577,0.0,0.0577
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",5000,0.2999,0.015,0.0,0.81,0.8129,0.9702,1.3166,1.1555,1.6959,1.2711,-0.3794,0.7928,0.6935,0.0706,0.1412,0.5588,0.7742,0.7043,0.0,0.0806,0.5376,0.7742,0.7392,0.0108,0.086,0.543,,,,,,,0.1149,,,,,0.0,none,d0cdb1f45535c195fe4aa0261751f9b7a42a439c98033b9e35e1828ac6948250,4168cbc8694e17269db856461d0f8f9d96bb0e440cc9d7560707b2ccf4c2ffbe,1.7596,0.0,1.7596,0.0371,0.0,0.0371
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",7777,0.2999,0.015,0.0,0.735,0.7352,0.9344,1.1484,0.8946,1.4313,1.0743,-0.2829,0.7917,0.7826,0.0319,0.0957,0.6444,0.8278,0.7663,0.0217,0.1413,0.6576,0.8272,0.8207,0.0217,0.1413,0.6576,,,,,,,0.1465,,,,,0.0,none,a2ced561f1a005cfeb8d8a39837087e778a9d473d963a18c43f571a1c1aa487e,62e9025233c8be168c297944e1bf3c3b90e23549898194aab26e28d81cf5be67,1.863,0.0,1.863,0.0484,0.0,0.0484
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",9999,0.2999,0.015,0.0,0.74,0.7365,0.9514,0.9451,0.6774,1.3841,0.9457,-0.439,0.7553,0.7088,0.022,0.1538,0.4945,0.7784,0.6868,0.0,0.1868,0.5,0.778,0.7143,0.0275,0.1868,0.4945,,,,,,,0.1807,,,,,0.0,none,4c73a7ff1b87177457cf705ec2d72897e7fbbc18764454066462570d81a29400,687e34a003b96af14d4eb756256c30d9d1f0756c09161498da9edb9acc12ae35,1.7213,0.0,1.7213,0.0433,0.0,0.0433
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",42,0.2999,0.015,0.0,0.705,0.7012,0.9283,0.73,0.3604,0.5697,0.3748,0.1603,0.8546,0.8287,0.0116,0.0581,0.6726,0.8426,0.7901,0.0055,0.0442,0.6906,0.8413,0.8398,0.0055,0.0387,0.6906,,,,,,,0.04,,,,,0.0,none,bfbb19b62887ab0db6a369edd04e361ad1730300d221628284e7e5c1a8ccb17c,0e8595a193a87fb3d1013778fdf01e560219ce8ecb6aa645b0d2a197346f4c70,1.7086,0.0,1.7086,0.4743,0.0,0.4743
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",123,0.2999,0.015,0.0,0.64,0.6363,0.8975,0.6983,0.3696,0.5097,0.3756,0.1885,0.8774,0.8541,0.011,0.0769,0.733,0.9069,0.8595,0.0108,0.2649,0.7676,0.9025,0.8568,0.0108,0.2811,0.7568,,,,,,,0.0986,,,,,0.0,none,18f350cd504ccd38d64a6218875762b4cf8c839eb131cf50fe7865df65e6e36b,8b546b999c055f2811126b6b6fbb31ef3f3be3a171a614809321ece36216c327,1.8098,0.0,1.8098,0.4764,0.0,0.4764
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",456,0.2999,0.015,0.0,0.735,0.7341,0.935,0.8199,0.3766,0.6114,0.4644,0.2085,0.8002,0.8142,0.0,0.022,0.6304,0.8005,0.7486,0.0,0.0164,0.6339,0.7925,0.806,0.0,0.0164,0.6284,,,,,,,0.0574,,,,,0.0,none,d41fd980b5286a215c6b6d03b1617b69526dfcad038898c5f2d9474c9e0bc628,40d891d4539e5bccb9736eb7ec7757e03a602fe06f8ea78613cd568af13a7664,1.9051,0.0,1.9051,0.5029,0.0,0.5029
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",789,0.2999,0.015,0.0,0.71,0.7063,0.9294,0.7972,0.4408,0.6,0.4137,0.1972,0.8499,0.8677,0.0,0.0211,0.7454,0.8769,0.8466,0.0,0.0159,0.7672,0.873,0.8704,0.0,0.0106,0.7513,,,,,,,0.0503,,,,,0.0,none,56a8f1441668aabc579a50f62d2f85f218c0756190d9143cfecfc04a26025d38,a62314640dde3535534aa7cd873da0e83d49fa71266c0c3cdc2f184ee94dc87c,1.8517,0.0,1.8517,0.4969,0.0,0.4969
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",1024,0.2999,0.015,0.0,0.74,0.7401,0.9466,0.7479,0.3695,0.5233,0.3603,0.2246,0.8678,0.8352,0.0222,0.1,0.7056,0.8761,0.8187,0.0055,0.1429,0.7253,0.8757,0.8571,0.0055,0.1429,0.7253,,,,,,,0.0958,,,,,0.0,none,84c534e514e87ca027a92ab2b42b193e91127733f4b6c999a3296ad998e8104e,2083df964571c124e4b83e1f008f0e0c82b4a5749e4324bd2609fd7b70698f04,1.8384,0.0,1.8384,0.4866,0.0,0.4866
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",2024,0.2999,0.015,0.0,0.68,0.6797,0.9131,0.7061,0.3353,0.5048,0.3705,0.2012,0.9043,0.8944,0.0337,0.1461,0.8022,0.8958,0.85,0.0056,0.0611,0.7944,0.8953,0.8833,0.0056,0.0556,0.7944,,,,,,,0.0904,,,,,0.0,none,0ef7b2dce0a895dad0c2a9bf5b672674f84c947250ba9347e4c20cc2f38f79f4,9cb2a77f5831fd12161466bf17d2f523a24bde42287c9142d194e03ed3b8dc26,1.7698,0.0,1.7698,0.4846,0.0,0.4846
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",3141,0.2999,0.015,0.0,0.715,0.7091,0.9294,0.7802,0.3709,0.5554,0.3794,0.2248,0.8259,0.8032,0.0115,0.0805,0.6503,0.8606,0.8032,0.0106,0.1064,0.7074,0.8564,0.8378,0.0106,0.1064,0.6968,,,,,,,0.0914,,,,,0.0,none,779c7f9f3714d1e90040dc0ff44f28cdd40ebbcd9a2ab2d3f952f34476b61b14,476bdcc00fa0a02195fad1ba3d149050ce3f1ef840dd0bda0c0885886eb9f10b,1.7391,0.0,1.7391,0.4917,0.0,0.4917
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",5000,0.2999,0.015,0.0,0.765,0.7678,0.9601,0.7933,0.4145,0.6345,0.4452,0.1587,0.854,0.8011,0.0235,0.0706,0.7091,0.8437,0.7957,0.0054,0.0538,0.6828,0.8426,0.8306,0.0054,0.0538,0.6882,,,,,,,0.0891,,,,,0.0,none,52137a05a509d0fa6b00169f876f911b46a9f44c4bcfb5919a44313896dd0588,3004fc579be1656d5bc36e39686d496dd6736775a79b3e1dd02007205ecda8a2,1.7384,0.0,1.7384,0.4947,0.0,0.4947
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",7777,0.2999,0.015,0.0,0.69,0.6894,0.9142,0.724,0.3849,0.4745,0.3396,0.2495,0.8766,0.8641,0.0106,0.0745,0.7232,0.9116,0.8533,0.0054,0.3207,0.7989,0.9079,0.8723,0.0054,0.3152,0.7935,,,,,,,0.0736,,,,,0.0,none,cacf7b2e29bb0abc9b2000a39df3c15d23fd1d040aa30dad50f99d3d8e91c254,ba8a41dd9dfe4d57f75c3dc5ce08a6e5f5357584dba6028d9a6570f8961a95d7,1.8682,0.0,1.8682,0.4997,0.0,0.4997
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",9999,0.2999,0.015,0.0,0.735,0.7281,0.9381,0.7191,0.3401,0.5507,0.3968,0.1684,0.814,0.8407,0.0,0.0769,0.7033,0.8563,0.8077,0.0,0.0934,0.7253,0.8541,0.8489,0.0,0.0934,0.7143,,,,,,,0.0712,,,,,0.0,none,4a7ec6a8801a81e56332732be28649847e312dbd3974c82034805290224d9a34,4faa01f6ff7886b78b855b3989b290768526a3291306895ab9a44a40e930a53b,1.6307,0.0,1.6307,0.4852,0.0,0.4852
synthetic_low_medium,GraphSAGE,early_stopping,"{""patience"": 15}",42,0.2999,0.015,0.0,0.75,0.7424,0.9394,0.9367,1.0208,1.506,1.2906,-0.5693,0.8033,0.663,0.0465,0.1977,0.5873,0.7926,0.7127,0.0,0.1878,0.5635,0.7919,0.7514,0.0331,0.1878,0.5635,,,,,,,0.1597,,,,,0.0,none,d4ea1083b95ecb12fd528d21e61e2209a9727c770b56400f98041cb442820bad,2a8cd143b13c2f3d60f0d35eb4f7157557d1e5bfabd68658b3a5f70909408943,1.7035,0.0,1.7035,0.0302,0.0,0.0302
synthetic_low_medium,GraphSAGE,early_stopping,"{""patience"": 15}",123,0.2999,0.015,0.0,0.67,0.6657,0.9187,0.9261,1.0637,1.4972,1.2922,-0.571,0.8609,0.7459,0.033,0.1758,0.6589,0.8685,0.7784,0.027,0.2595,0.6595,0.8687,0.7946,0.0541,0.2649,0.6649,,,,,,,0.2233,,,,,0.0,none,994b50127ec51598b0a20abfedcfa91c1b2779e670f7068a157fb08bc6e5ea1a,2e571810d73b586591c7f6938c77d31f7847adb07598933ca515cd0f450fa6d4,1.815,0.0,1.815,0.0122,0.0,0.0122
synthetic_low_medium,GraphSAGE,early_stopping,"{""patience"": 15}",456,0.2999,0.015,0.0,0.75,0.7477,0.9461,1.1029,1.2085,1.407,1.5294,-0.304,0.763,0.6776,0.0,0.044,0.5102,0.7419,0.6667,0.0,0.0437,0.4809,0.7409,0.7268,0.0055,0.0437,0.4809,,,,,,,0.1682,,,,,0.0,none,a37fe0281db3926033da59737b39d20e454e0e485b88efbcf4c8250195a846fa,f15e5b2444599638b019a4261891139076ff7f39b932a24c03a8914c7aa4dfa0,1.9088,0.0,1.9088,0.0476,0.0,0.0476
synthetic_low_medium,GraphSAGE,early_stopping,"{""patience"": 15}",789,0.2999,0.015,0.0,0.755,0.7518,0.9434,0.9452,0.9828,1.4635,1.2562,-0.5183,0.7989,0.7407,0.0,0.0947,0.5326,0.8032,0.7302,0.0,0.1164,0.5397,0.8025,0.7593,0.0053,0.1217,0.5397,,,,,,,0.1482,,,,,0.0,none,87ff019a64bdc022e89baa3fb88ad5724d5564baada5b15d41e15b122e17672d,3df96617a3922b1b0c6e71a033779feb397a0cc3742b30b0fade60689d04d796,1.8614,0.0,1.8614,0.0351,0.0,0.0351
synthetic_low_medium,GraphSAGE,early_stopping,"{""patience"": 15}",1024,0.2999,0.015,0.0,0.79,0.7903,0.9553,1.1072,1.1236,1.5231,1.4265,-0.4158,0.8219,0.7253,0.0111,0.0778,0.6295,0.8466,0.7802,0.0,0.0989,0.6593,0.8462,0.772,0.0165,0.0989,0.6593,,,,,,,0.122,,,,,0.0,none,c737ee88a446dd09cd6fcd5d3b992659d79a3ca7963e529a3ed785c2f3dfa85e,4f105451a095f654d54d3697deaf5f92794659341a6a364c54336dd010236e85,1.8443,0.0,1.8443,0.0121,0.0,0.0121
synthetic_low_medium,GraphSAGE,early_stopping,"{""patience"": 15}",2024,0.2999,0.015,0.0,0.72,0.719,0.9233,0.8868,1.0872,1.5335,1.3873,-0.6467,0.8612,0.7889,0.0449,0.1124,0.7248,0.8546,0.8,0.0111,0.1278,0.7,0.8542,0.8139,0.0111,0.1278,0.6944,,,,,,,0.1723,,,,,0.0,none,83f52ac24b93dfbb2a57b15bb94220805fbcc437264b49103326ed5369e1d7f9,d7473af85cee0b16ad277e524b2dab805845f83ab6787e6c257c78791c04e9f9,1.7723,0.0,1.7723,0.0239,0.0,0.0239
synthetic_low_medium,GraphSAGE,early_stopping,"{""patience"": 15}",3141,0.2999,0.015,0.0,0.755,0.7564,0.9442,1.0353,1.1155,1.5575,1.4515,-0.5222,0.7911,0.7021,0.0805,0.2069,0.5347,0.8215,0.75,0.0,0.1649,0.6011,0.8205,0.7739,0.016,0.1649,0.6011,,,,,,,0.1486,,,,,0.0,none,94814fbbc786a1f10e451d918cb4f81ecbf15e47307f187e4a4c4851d4c8c139,82939c60a495e178025a6abd12fb47379a3c9cb208145a65dd0f7f16e6f24a49,1.7337,0.0,1.7337,0.0231,0.0,0.0231
synthetic_low_medium,GraphSAGE,early_stopping,"{""patience"": 15}",5000,0.2999,0.015,0.0,0.81,0.8121,0.967,1.073,1.1219,1.6996,1.3798,-0.6267,0.8062,0.6882,0.0588,0.1647,0.5965,0.7909,0.7097,0.0,0.0968,0.5591,0.791,0.7446,0.0215,0.1075,0.5645,,,,,,,0.1201,,,,,0.0,none,02c090fc2008942acf01ed5f0f1f400c75b6d48521163b8936e6bf1b8ec1d8b9,3e05b77b32c2137d7c75da88c109395d8752c2c9efa66a36e009c36b8f0380c6,1.7266,0.0,1.7266,0.0259,0.0,0.0259
synthetic_low_medium,GraphSAGE,early_stopping,"{""patience"": 15}",7777,0.2999,0.015,0.0,0.725,0.7225,0.9319,1.0119,1.0691,1.5206,1.4543,-0.5086,0.8363,0.7717,0.0426,0.1809,0.6251,0.8622,0.7935,0.0272,0.1793,0.6739,0.8616,0.8234,0.0326,0.1793,0.6793,,,,,,,0.1567,,,,,0.0,none,1272d38e58cf9e2e1ca7bf6d9f49e5ebeabf0c5e5d90804d0505b97107e224e5,5d2d91b9618c9560de64e78ccd0365941eb041545d3db43811dc4e407e0e043e,1.8695,0.0,1.8695,0.028,0.0,0.028
synthetic_low_medium,GraphSAGE,early_stopping,"{""patience"": 15}",9999,0.2999,0.015,0.0,0.765,0.7605,0.9543,0.8451,0.9054,1.4837,1.3593,-0.6386,0.7433,0.7308,0.022,0.1538,0.5165,0.7799,0.6813,0.0,0.1868,0.522,0.7797,0.7418,0.0385,0.1868,0.5165,,,,,,,0.1371,,,,,0.0,none,34a37fb3db1120158d2ba4acc897e4829b66638d7de4380485fed37458a464ad,6275cb9c254acfb0c1e6cad1704930a92f1059d1167ca5773fef5efcb027e1dd,1.6131,0.0,1.6131,0.0354,0.0,0.0354
