dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,ece_test,actual_dp_epsilon,dp_delta,dp_clip_norm,dp_noise_multiplier,lambda_epsd,epsd_ablation,model_sha256,prediction_sha256,normal_loss_ep1,epsd_kl_loss_ep1,total_loss_ep1,normal_loss_final,epsd_kl_loss_final,total_loss_final
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",42,0.2999,0.015,0.0,0.75,0.7424,0.9112,0.9367,1.0208,1.506,1.2906,-0.5693,0.8094,0.6464,0.0465,0.2093,0.5513,0.7977,0.7127,0.0,0.1878,0.547,0.7979,0.7514,0.0387,0.1878,0.547,,,,,,,0.1775,,,,,0.0,none,d4ea1083b95ecb12fd528d21e61e2209a9727c770b56400f98041cb442820bad,2a8cd143b13c2f3d60f0d35eb4f7157557d1e5bfabd68658b3a5f70909408943,1.7035,0.0,1.7035,0.0302,0.0,0.0302
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",123,0.2999,0.015,0.0,0.67,0.6657,0.8841,0.9261,1.0637,1.4972,1.2922,-0.571,0.8656,0.7351,0.044,0.2088,0.6692,0.8686,0.7838,0.027,0.2216,0.6757,0.8687,0.7865,0.0649,0.2216,0.6757,,,,,,,0.239,,,,,0.0,none,994b50127ec51598b0a20abfedcfa91c1b2779e670f7068a157fb08bc6e5ea1a,2e571810d73b586591c7f6938c77d31f7847adb07598933ca515cd0f450fa6d4,1.815,0.0,1.815,0.0122,0.0,0.0122
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",456,0.2999,0.015,0.0,0.75,0.7477,0.9038,1.1029,1.2085,1.407,1.5294,-0.304,0.771,0.6667,0.0,0.0659,0.5103,0.7455,0.6721,0.0,0.0437,0.4918,0.7453,0.7295,0.0055,0.0437,0.4918,,,,,,,0.178,,,,,0.0,none,a37fe0281db3926033da59737b39d20e454e0e485b88efbcf4c8250195a846fa,f15e5b2444599638b019a4261891139076ff7f39b932a24c03a8914c7aa4dfa0,1.9088,0.0,1.9088,0.0476,0.0,0.0476
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",789,0.2999,0.015,0.0,0.755,0.7518,0.9132,0.9452,0.9828,1.4635,1.2562,-0.5183,0.7985,0.7196,0.0,0.1158,0.5328,0.805,0.7302,0.0,0.127,0.5397,0.8048,0.7593,0.0053,0.127,0.5397,,,,,,,0.1601,,,,,0.0,none,87ff019a64bdc022e89baa3fb88ad5724d5564baada5b15d41e15b122e17672d,3df96617a3922b1b0c6e71a033779feb397a0cc3742b30b0fade60689d04d796,1.8614,0.0,1.8614,0.0351,0.0,0.0351
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",1024,0.2999,0.015,0.0,0.79,0.7903,0.9401,1.1072,1.1236,1.5231,1.4265,-0.4158,0.8249,0.7143,0.0111,0.0667,0.6188,0.8482,0.7912,0.0,0.1044,0.6593,0.8482,0.772,0.0165,0.1044,0.6593,,,,,,,0.1305,,,,,0.0,none,c737ee88a446dd09cd6fcd5d3b992659d79a3ca7963e529a3ed785c2f3dfa85e,4f105451a095f654d54d3697deaf5f92794659341a6a364c54336dd010236e85,1.8443,0.0,1.8443,0.0121,0.0,0.0121
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",2024,0.2999,0.015,0.0,0.72,0.719,0.905,0.8868,1.0872,1.5335,1.3873,-0.6467,0.8602,0.7611,0.0225,0.1236,0.7353,0.8574,0.8056,0.0111,0.1167,0.7111,0.8574,0.8083,0.0111,0.1167,0.7111,,,,,,,0.1828,,,,,0.0,none,83f52ac24b93dfbb2a57b15bb94220805fbcc437264b49103326ed5369e1d7f9,d7473af85cee0b16ad277e524b2dab805845f83ab6787e6c257c78791c04e9f9,1.7723,0.0,1.7723,0.0239,0.0,0.0239
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",3141,0.2999,0.015,0.0,0.755,0.7564,0.9123,1.0353,1.1155,1.5575,1.4515,-0.5222,0.7971,0.6968,0.0805,0.2069,0.5433,0.8249,0.7553,0.0,0.1702,0.6117,0.8249,0.7766,0.0213,0.1702,0.6117,,,,,,,0.1688,,,,,0.0,none,94814fbbc786a1f10e451d918cb4f81ecbf15e47307f187e4a4c4851d4c8c139,82939c60a495e178025a6abd12fb47379a3c9cb208145a65dd0f7f16e6f24a49,1.7337,0.0,1.7337,0.0231,0.0,0.0231
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",5000,0.2999,0.015,0.0,0.81,0.8121,0.9513,1.073,1.1219,1.6996,1.3798,-0.6267,0.8044,0.6828,0.0706,0.1412,0.5866,0.7921,0.7258,0.0,0.1075,0.5645,0.7922,0.7392,0.0215,0.1183,0.5645,,,,,,,0.1236,,,,,0.0,none,02c090fc2008942acf01ed5f0f1f400c75b6d48521163b8936e6bf1b8ec1d8b9,3e05b77b32c2137d7c75da88c109395d8752c2c9efa66a36e009c36b8f0380c6,1.7266,0.0,1.7266,0.0259,0.0,0.0259
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",7777,0.2999,0.015,0.0,0.725,0.7225,0.9016,1.0119,1.0691,1.5206,1.4543,-0.5086,0.8361,0.7609,0.0426,0.1702,0.6463,0.8633,0.7989,0.0326,0.1685,0.6957,0.8633,0.8207,0.0326,0.1685,0.6957,,,,,,,0.1743,,,,,0.0,none,1272d38e58cf9e2e1ca7bf6d9f49e5ebeabf0c5e5d90804d0505b97107e224e5,5d2d91b9618c9560de64e78ccd0365941eb041545d3db43811dc4e407e0e043e,1.8695,0.0,1.8695,0.028,0.0,0.028
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",9999,0.2999,0.015,0.0,0.765,0.7605,0.9232,0.8451,0.9054,1.4837,1.3593,-0.6386,0.7431,0.7253,0.022,0.1538,0.5165,0.7807,0.6868,0.0,0.1923,0.5275,0.7809,0.739,0.044,0.1923,0.5275,,,,,,,0.1491,,,,,0.0,none,34a37fb3db1120158d2ba4acc897e4829b66638d7de4380485fed37458a464ad,6275cb9c254acfb0c1e6cad1704930a92f1059d1167ca5773fef5efcb027e1dd,1.6131,0.0,1.6131,0.0354,0.0,0.0354
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",42,0.2999,0.015,0.0,0.76,0.76,0.9365,0.9488,1.029,1.4309,1.1902,-0.4821,0.8076,0.6851,0.0465,0.1744,0.5651,0.8038,0.7348,0.0387,0.1326,0.5967,0.8032,0.779,0.0442,0.1326,0.5967,,,,,,,0.1564,,,,,0.0,none,8a9719537562391c6792f70cba48e80279889c4a19a34144d3831722cd30432f,39348f72fcfa900cee2a54b32dd391fb25f4f559661f594148ba5f6c73c96c55,1.6749,0.0,1.6749,0.0187,0.0,0.0187
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",123,0.2999,0.015,0.0,0.65,0.6474,0.9064,1.0439,0.9839,1.4049,1.1465,-0.3609,0.87,0.7459,0.0,0.1978,0.6458,0.8861,0.8162,0.0,0.2378,0.6811,0.8858,0.8162,0.027,0.2378,0.6811,,,,,,,0.2241,,,,,0.0,none,35a6d8c010ef70e9eadec69138566ced949eebc11e4f4d9ac1d94444ae1912de,db740a52c27ad7555ca3c4bf7d3c429cf9a6b34e8708b6fcf518d168a163640e,1.863,0.0,1.863,0.0278,0.0,0.0278
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",456,0.2999,0.015,0.0,0.73,0.7268,0.9403,1.1333,1.184,1.3671,1.2915,-0.2338,0.748,0.6721,0.0,0.0549,0.4672,0.7338,0.6721,0.0,0.0328,0.4973,0.7327,0.7377,0.0,0.0383,0.4918,,,,,,,0.1684,,,,,0.0,none,cb5d15f55fc492bb858ed10d72d90a234f661893e55ca5b418b6a179d85ccba4,a86958a31fa695c4b31935ba55606c3685d9549c43a0426662b4f90a008b646a,1.9265,0.0,1.9265,0.0259,0.0,0.0259
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",789,0.2999,0.015,0.0,0.73,0.7293,0.9366,1.0727,1.0947,1.5245,1.3201,-0.4518,0.8529,0.7196,0.0211,0.0316,0.6705,0.854,0.7831,0.0106,0.1323,0.672,0.853,0.7884,0.0212,0.1323,0.6667,,,,,,,0.1715,,,,,0.0,none,44eb565a6769334edd8e19f2f2a044e7b8ab6abb8d26c483afddb3b1c4ae699f,4e1da914508cb190bf4ae4067c0ace0dc27fc6d64d49b63d7a3189bfd5925ce4,1.8387,0.0,1.8387,0.016,0.0,0.016
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",1024,0.2999,0.015,0.0,0.8,0.8,0.95,1.181,1.2433,1.5597,1.3794,-0.3788,0.8443,0.7637,0.0889,0.1111,0.6517,0.8461,0.7747,0.0275,0.1099,0.6593,0.8457,0.7967,0.033,0.1099,0.6593,,,,,,,0.1094,,,,,0.0,none,2071c97bf27331bf5a684fcf61704d744ef9f9619cece2abb19a763d70a4b47d,4dbab553680be8ea9315bc879a86dca8d1254c3e09f57306789e3e144b2ecab4,1.8338,0.0,1.8338,0.0206,0.0,0.0206
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",2024,0.2999,0.015,0.0,0.69,0.6891,0.9167,0.9531,1.0739,1.4375,1.3573,-0.4844,0.8643,0.7722,0.0337,0.2247,0.714,0.8559,0.8,0.0,0.2,0.6833,0.8557,0.8278,0.0,0.1889,0.6833,,,,,,,0.1979,,,,,0.0,none,5185b9b27897be75d9a9c54af0861a9c829959fb27671218e8ee6821baf61aef,005733b36cdbd989f52ee02eb5c1bb57730b627044902c1f28b26ce4ff842d77,1.7338,0.0,1.7338,0.0285,0.0,0.0285
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",3141,0.2999,0.015,0.0,0.77,0.7702,0.9444,1.0644,0.9355,1.5266,1.3053,-0.4622,0.7981,0.7021,0.0345,0.1724,0.6222,0.8252,0.7447,0.0,0.1223,0.6436,0.8246,0.7979,0.0266,0.133,0.6383,,,,,,,0.14,,,,,0.0,none,04580c2d3e92c1abf11944a11ac135d9fcefa796f332ee9d88f735819b1fefb7,2803aeba9282dde7f946ffa36372d05f108b77c7fcd4684698cd83cf883c0559,1.7955,0.0,1.7955,0.0161,0.0,0.0161
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",5000,0.2999,0.015,0.0,0.76,0.7615,0.9573,1.059,1.1203,1.5276,1.2586,-0.4685,0.8321,0.6667,0.0588,0.1529,0.6206,0.8134,0.7312,0.0484,0.1344,0.5753,0.8133,0.7392,0.0484,0.1559,0.5753,,,,,,,0.1477,,,,,0.0,none,0d38c535e4b99f0aec71b9062f9b1b4e8880a65dddfeead79f9417d2fe52cf9f,0031951fc3d523f712efbb57768bbb45829bc0607192d00c3b360a162e191f70,1.7551,0.0,1.7551,0.0093,0.0,0.0093
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",7777,0.2999,0.015,0.0,0.725,0.7249,0.9329,1.1703,1.1935,1.5962,1.429,-0.4259,0.817,0.7772,0.0319,0.1277,0.6792,0.8554,0.7935,0.0489,0.2337,0.6848,0.8553,0.8043,0.0489,0.2337,0.6848,,,,,,,0.1569,,,,,0.0,none,0e7fd06262f8c873bd28efb93a9a51d3487f854dbeab4e7136373971c7fcdf94,37445a888cc68ea209ccb2bfd4826eb9bf744922eb175b48fbd695c8200e1e8e,1.9068,0.0,1.9068,0.0202,0.0,0.0202
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",9999,0.2999,0.015,0.0,0.755,0.752,0.9448,1.0028,1.1436,1.3384,1.101,-0.3356,0.7829,0.7253,0.033,0.0879,0.5385,0.8199,0.7363,0.0,0.2363,0.5769,0.8196,0.7445,0.044,0.2363,0.5769,,,,,,,0.188,,,,,0.0,none,14e40029a4b939a6765c56a52e8973108be7fcff4c7509cff47f4ad6fe999f57,6ef47b9f4eccf94260d79a9f6cd0e7ada538a99078d34a1a18360543eb8bdd21,1.7093,0.0,1.7093,0.0146,0.0,0.0146
synthetic_low_medium,GraphSAGE,dp_sgd,{},42,0.2999,0.015,0.0,0.615,0.6153,0.8951,1.245,1.674,1.4551,1.5809,-0.2102,0.7002,0.6243,0.0349,0.0698,0.3275,0.7149,0.6575,0.0,0.1271,0.3702,0.7141,0.6768,0.0387,0.1271,0.3757,,,,,,,0.2789,23.3572,0.0,1.0,1.0,0.0,none,d3aabbe4f48f2c401e756c1b23b9891c2beb727da10d9eed7848309b2c78a39e,d82da6086cecd50c44e1a35a3750d6d7afc34f94329792a12bcd742920f0823d,,,,,,
synthetic_low_medium,GraphSAGE,dp_sgd,{},123,0.2999,0.015,0.0,0.64,0.6367,0.8801,1.1066,1.4939,1.3415,1.5103,-0.2349,0.7433,0.7027,0.011,0.1978,0.4525,0.7371,0.6973,0.0,0.1784,0.4216,0.7327,0.6784,0.0595,0.1784,0.4162,,,,,,,0.2644,23.3572,0.0,1.0,1.0,0.0,none,5c9b73ef31aad681c8f03a6bee2e07a40e4a9a05b5c2b859438d4611c2c29bc1,b6ad4d0aff1a2be6abe36c1193a096ced5e33470971227d2f7d6df3c5c20271d,,,,,,
synthetic_low_medium,GraphSAGE,dp_sgd,{},456,0.2999,0.015,0.0,0.64,0.6226,0.9059,1.0942,1.3213,1.2528,1.5504,-0.1586,0.7449,0.6557,0.011,0.0879,0.444,0.6919,0.6339,0.0,0.0656,0.3716,0.6892,0.6639,0.0055,0.0765,0.3716,,,,,,,0.2625,23.3572,0.0,1.0,1.0,0.0,none,fca1dbf645f282973152a44862e57086a71199d63c6734f39113f8d35783e223,5be4a7935e141b5a611ef708ba95c6588f6ecbba882f0e4cc42de13b25b74d65,,,,,,
synthetic_low_medium,GraphSAGE,dp_sgd,{},789,0.2999,0.015,0.0,0.64,0.6236,0.8923,1.5418,1.8498,1.607,1.5802,-0.0653,0.6845,0.6561,0.0,0.1158,0.3745,0.6918,0.6349,0.0,0.1005,0.328,0.6815,0.6534,0.0106,0.1005,0.328,,,,,,,0.2664,23.3572,0.0,1.0,1.0,0.0,none,01f2911c22f0a36d2f230cfb24dedfd7be9beab48c2f8493373dbca5485d595b,01abedc40954f2effeb732d4a5ad634f7ec51eacdeab5c0a7b731a372882012d,,,,,,
synthetic_low_medium,GraphSAGE,dp_sgd,{},1024,0.2999,0.015,0.0,0.685,0.6843,0.9113,1.888,2.4142,1.8511,1.9544,0.0369,0.7086,0.6868,0.0556,0.1778,0.3778,0.7017,0.6429,0.0,0.1209,0.3516,0.7037,0.6758,0.033,0.1209,0.3571,,,,,,,0.2174,23.3572,0.0,1.0,1.0,0.0,none,f8d90b2284a9b6fa560e002af3241e0c2e1fef5df7fcf23ef793f78b83d77de2,a35b5be4c0411788d257990f744dc2a1a39337d46736377c5b6f213ac78f7e0e,,,,,,
synthetic_low_medium,GraphSAGE,dp_sgd,{},2024,0.2999,0.015,0.0,0.575,0.5687,0.8541,1.2766,1.4778,1.4722,1.63,-0.1956,0.7334,0.6889,0.0562,0.1124,0.4222,0.7352,0.6944,0.0,0.1056,0.4333,0.729,0.7083,0.0056,0.1056,0.4333,,,,,,,0.2774,23.3572,0.0,1.0,1.0,0.0,none,c962446b02bf0ca30d8e5aa110a5ed2a920f452b4c6825599dd04b6a8c111897,96a55fcff4dfeb31b844879876a70af8d6f14438ba5c679ec874f5e671527701,,,,,,
synthetic_low_medium,GraphSAGE,dp_sgd,{},3141,0.2999,0.015,0.0,0.655,0.6528,0.8987,1.5832,1.9308,2.0653,2.1864,-0.4821,0.7029,0.6436,0.0345,0.1264,0.3817,0.7253,0.6543,0.0,0.0957,0.383,0.7183,0.6835,0.0106,0.117,0.383,,,,,,,0.2582,23.3572,0.0,1.0,1.0,0.0,none,e08e37bec9abb39047ce3610135d40745557454f6790ffd82dcf5a9c591f4b17,201daf38b300f43d8113228fbab33455a8526fd65d65c232ebb6b8c8b949f973,,,,,,
synthetic_low_medium,GraphSAGE,dp_sgd,{},5000,0.2999,0.015,0.0,0.7,0.7011,0.9185,1.6263,1.8995,2.0093,2.0986,-0.383,0.7239,0.6505,0.0824,0.1412,0.4176,0.7142,0.6774,0.0,0.0,0.3978,0.716,0.6882,0.0215,0.0968,0.3925,,,,,,,0.2419,23.3572,0.0,1.0,1.0,0.0,none,7b580fbb50e4207d8063b786d8339b51a1ec44e0b79956163e6e3a2eaf5bfd79,feb4225728467e11d21e2e7d7dfe9fcd9899f95cd0d3fd3a036c71010a8d7632,,,,,,
synthetic_low_medium,GraphSAGE,dp_sgd,{},7777,0.2999,0.015,0.0,0.575,0.5685,0.8631,1.2929,1.3135,1.4996,1.4045,-0.2067,0.7175,0.6957,0.0532,0.0851,0.4191,0.7257,0.6739,0.038,0.1304,0.3696,0.7213,0.6739,0.0489,0.1359,0.3696,,,,,,,0.2915,23.3572,0.0,1.0,1.0,0.0,none,f66fb21d0fc3d862533f833edcc01894b3033791a18de5c9dcc99caa76fd6810,e4908f0401f585715f7dbb5f219528d332fd013ec51346c1c4611ccffbc6f1bb,,,,,,
synthetic_low_medium,GraphSAGE,dp_sgd,{},9999,0.2999,0.015,0.0,0.66,0.6643,0.9028,1.1832,1.3105,1.9753,2.2086,-0.7921,0.6921,0.6648,0.0,0.033,0.3407,0.6936,0.6209,0.0,0.1099,0.3462,0.6895,0.6648,0.011,0.1099,0.3352,,,,,,,0.259,23.3572,0.0,1.0,1.0,0.0,none,5feb1b8e43f57ef67e78252f88786b906014e87101e2140c4e5770c179935bfe,02a99e6f26d893fd3e4d4408dc1da884ad806028321216757b58dce65423193a,,,,,,
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",42,0.2999,0.015,0.0,0.63,0.6252,0.8663,0.1006,0.1178,0.3486,0.3824,-0.2479,0.8557,0.8011,0.0814,0.1744,0.6638,0.8703,0.8066,0.0773,0.221,0.6685,0.8651,0.6713,0.0773,0.221,0.6575,,,,,,,0.1202,,,,,1.0,none,46475ee72420de0f9e8d0303fd95af8501823bd7292c6045783fabe8d5c8c6e7,23e4e77774edd7103472a85e6aa347cc6c072c71f4df869c4e4070705cc4c6c8,1.7035,0.1474,1.8509,0.08,0.1927,0.2727
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",123,0.2999,0.015,0.0,0.59,0.5898,0.8355,0.0981,0.1026,0.3123,0.3622,-0.2142,0.9159,0.8649,0.011,0.2857,0.7543,0.9169,0.8541,0.0486,0.3514,0.7243,0.9153,0.727,0.0486,0.3676,0.7297,,,,,,,0.1761,,,,,1.0,none,d93f57f8431eac25856aa2eb895d0fadec1cdfcf1c556308315913ed9dd8c669,a5a4e2397c6bccde38e14fd6caa4787cf538d9d2b1764eb5fe84011487215880,1.815,0.1316,1.9466,0.0965,0.1841,0.2806
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",456,0.2999,0.015,0.0,0.65,0.6489,0.8657,0.1134,0.1262,0.2857,0.3133,-0.1724,0.8507,0.7814,0.011,0.2527,0.6405,0.8299,0.765,0.0219,0.224,0.5902,0.8216,0.6284,0.0219,0.2404,0.5574,,,,,,,0.1484,,,,,1.0,none,854194752a3be0d7b885f0200adcfd0bb578254b2e31fcbc0b546e227061960f,e9f442d4b6c00c99cff1609fb4955aea21e0761c8b20b018dd58f698ec2effba,1.9088,0.1398,2.0486,0.0867,0.2427,0.3294
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",789,0.2999,0.015,0.0,0.595,0.5982,0.8558,0.1072,0.1086,0.3051,0.3112,-0.1978,0.8774,0.836,0.1895,0.3474,0.6812,0.8708,0.8042,0.1746,0.3122,0.6667,0.8649,0.6455,0.164,0.3122,0.6561,,,,,,,0.1532,,,,,1.0,none,ccf29011b386dfccc7cda093740b68a1e0aa3e3d0a07722a9c8a4f72f0e7c769,ea87efca02435b4fce4623d77348c84d3b8fb87ca72c33991da330a8dbe127b0,1.8614,0.1275,1.989,0.1015,0.2034,0.3049
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",1024,0.2999,0.015,0.0,0.665,0.6635,0.8842,0.0923,0.0967,0.2884,0.3573,-0.1962,0.8809,0.8297,0.0556,0.1111,0.694,0.8924,0.8297,0.0659,0.1484,0.6923,0.8887,0.7225,0.0659,0.1429,0.6813,,,,,,,0.1011,,,,,1.0,none,7dd6ea3a2f15b8e77569b6a4ce40bccb35bfdc60d04c66bfc088d0c19256db5d,5216deeb8461e307912f0ff60bd6e61466d26546f259db0c3d902d1ab0a5c360,1.8443,0.1501,1.9944,0.0879,0.1865,0.2743
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",2024,0.2999,0.015,0.0,0.57,0.5694,0.8439,0.106,0.1231,0.3304,0.4015,-0.2244,0.9259,0.85,0.2135,0.4157,0.7787,0.9185,0.8556,0.1056,0.4278,0.7444,0.9119,0.675,0.1056,0.4278,0.7389,,,,,,,0.17,,,,,1.0,none,f0d56813d1294e735aa37fe244f1a26189f7a510e5724f58d1233f2c1e4cd892,1f9e64fae2bca975cab24b06bed8de9dcfd3507a8ca1b1a81d89fecc5ac28255,1.7723,0.1327,1.9049,0.1025,0.2363,0.3388
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",3141,0.2999,0.015,0.0,0.635,0.6358,0.8855,0.1138,0.1178,0.3277,0.4534,-0.2139,0.8676,0.7926,0.0805,0.3218,0.6343,0.8831,0.8085,0.117,0.2128,0.6649,0.8778,0.6489,0.117,0.2234,0.6436,,,,,,,0.1155,,,,,1.0,none,40f3999776c423a5e434a151e83734c4a70a75711d50dd519a6bbf0d0e3af8f1,75300b8d5fcb320696a6f0d8d2040d352ec50720a21d477bd77333bb80f86bbe,1.7337,0.1547,1.8883,0.1178,0.1886,0.3064
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",5000,0.2999,0.015,0.0,0.61,0.6127,0.8628,0.0896,0.1057,0.2905,0.3195,-0.2009,0.8775,0.8172,0.1647,0.2824,0.6806,0.8829,0.8172,0.0484,0.2903,0.6828,0.88,0.6478,0.0484,0.2849,0.6828,,,,,,,0.1606,,,,,1.0,none,c90dea5931697413de202159365f637246ef7ab3963cb5c53aa8a365b170a36e,63e7eeec8dbe568465146b9a68c3021af836b3893bd2e1fb9b35884bedf5f565,1.7266,0.1522,1.8789,0.0805,0.167,0.2475
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",7777,0.2999,0.015,0.0,0.56,0.5615,0.8433,0.0996,0.0932,0.2655,0.3083,-0.1659,0.8875,0.8261,0.0213,0.3191,0.6579,0.9191,0.837,0.1141,0.4728,0.7228,0.9176,0.6603,0.1141,0.4728,0.7174,,,,,,,0.1721,,,,,1.0,none,da8ba8773cd5e606cefc000097aa29b21bc2f82202b195a196888ebe2dde962a,455e1a3ba889105fc7150e9d76be801964310c1d86be5b980c75824578c3f9a7,1.8695,0.1599,2.0294,0.0902,0.2036,0.2938
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",9999,0.2999,0.015,0.0,0.665,0.6608,0.8833,0.0694,0.0836,0.4011,0.5153,-0.3318,0.8326,0.7637,0.011,0.1978,0.5934,0.8729,0.8022,0.0275,0.3297,0.6319,0.871,0.7555,0.033,0.3187,0.6264,,,,,,,0.1313,,,,,1.0,none,4c79ed164e2bc32db2f53d9ca94da2ebc1ba24e8866e4acaf04e69d2bc49b952,72a6d0e91865da21a89502841d6dd6dc84f03ffbc9a002daf51a4c71872bca67,1.6131,0.1601,1.7732,0.0665,0.1542,0.2207
synthetic_low_dense,LogReg,none,{},42,0.2998,0.04,0.0022,0.755,0.7564,0.942,,,,,,0.6417,0.674,0.0116,0.0581,0.3989,0.6489,0.5912,0.0166,0.0608,0.4033,0.6561,0.6961,0.0221,0.0608,0.4033,,,,,,,0.1223,,,,,0.0,none,N/A,8311e26657a9511c5a4290c373cc189ee3c0c792db86da6176f2a7434bb3cc73,,,,,,
synthetic_low_dense,LogReg,none,{},123,0.2998,0.04,0.0024,0.695,0.6955,0.9205,,,,,,0.5911,0.6823,0.0,0.0106,0.4171,0.6242,0.5469,0.0052,0.0417,0.4167,0.6241,0.6823,0.0052,0.0417,0.4167,,,,,,,0.1906,,,,,0.0,none,N/A,b2ef3913275c4223c84090db30491ae1c8f79b07d45929885a743b92371e2ede,,,,,,
synthetic_low_dense,LogReg,none,{},456,0.2998,0.04,0.0017,0.765,0.7618,0.942,,,,,,0.663,0.7097,0.0,0.011,0.4403,0.6776,0.5968,0.0108,0.0376,0.4624,0.677,0.7231,0.0108,0.0376,0.4516,,,,,,,0.1507,,,,,0.0,none,N/A,0b749d418c1f502bc295f3374c59529b78b3011a7091c495ec8d6688211f50d4,,,,,,
synthetic_low_dense,LogReg,none,{},789,0.2998,0.04,0.0022,0.715,0.7159,0.9313,,,,,,0.6194,0.6684,0.0211,0.0316,0.4421,0.6504,0.5842,0.0105,0.0211,0.4632,0.7964,0.7105,0.0263,0.2421,0.4737,,,,,,,0.1496,,,,,0.0,none,N/A,7db148f3d2fc78cbd96100a1085cac83ac453185edf1aa27295bb52fb8d45c35,,,,,,
synthetic_low_dense,LogReg,none,{},1024,0.2998,0.04,0.0021,0.725,0.7249,0.9371,,,,,,0.6353,0.6952,0.0,0.0638,0.3876,0.6201,0.5241,0.0,0.0749,0.369,0.6094,0.6711,0.016,0.0535,0.3743,,,,,,,0.1695,,,,,0.0,none,N/A,3567faf99710a95d42c7e0c66bd03af838af4c6852db63795eda8f55a434a356,,,,,,
synthetic_low_dense,LogReg,none,{},2024,0.2998,0.04,0.0025,0.675,0.675,0.9038,,,,,,0.716,0.7584,0.0568,0.1364,0.5444,0.7094,0.6292,0.0112,0.1124,0.5112,0.7097,0.7472,0.0112,0.1011,0.5056,,,,,,,0.196,,,,,0.0,none,N/A,b7e7572b63493f198767f72c28ddf5f9adf760c2e39151fff9da2dfa04fb03db,,,,,,
synthetic_low_dense,LogReg,none,{},3141,0.2998,0.04,0.0019,0.74,0.7344,0.9444,,,,,,0.6189,0.6596,0.0575,0.0805,0.3861,0.6417,0.5638,0.0372,0.0798,0.4043,0.7277,0.6915,0.016,0.1702,0.4149,,,,,,,0.1263,,,,,0.0,none,N/A,2b97ff9aa3bcd6d320f5ee6a4c97fa6c1dbe0971aa1ebde7dba851788b6a7196,,,,,,
synthetic_low_dense,LogReg,none,{},5000,0.2998,0.04,0.0019,0.845,0.8412,0.9699,,,,,,0.6478,0.6203,0.0843,0.1687,0.3413,0.6361,0.5455,0.016,0.0642,0.385,0.7379,0.6578,0.0535,0.1497,0.3422,,,,,,,0.0401,,,,,0.0,none,N/A,c1f2ced05ce61b445928c811def6c73548f86305c412891fabec38ac4e8efbf8,,,,,,
