dataset,model,defense,defense_params,n_seeds,test_accuracy,test_f1,shadow_attack_auc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,conf_attack_auc,conf_attack_tpr01,label_only_attack_auc,label_only_attack_tpr01,test_accuracy_p_val,test_accuracy_fdr_q_val,test_f1_p_val,test_f1_fdr_q_val,shadow_attack_auc_p_val,shadow_attack_auc_fdr_q_val,shadow_attack_tpr01_p_val,shadow_attack_tpr01_fdr_q_val,shadow_attack_tpr05_p_val,shadow_attack_tpr05_fdr_q_val,shadow_attack_adv_p_val,shadow_attack_adv_fdr_q_val,conf_attack_auc_p_val,conf_attack_auc_fdr_q_val,conf_attack_tpr01_p_val,conf_attack_tpr01_fdr_q_val,label_only_attack_auc_p_val,label_only_attack_auc_fdr_q_val,label_only_attack_tpr01_p_val,label_only_attack_tpr01_fdr_q_val
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",10,"0.5445 (0.5220, 0.5620)","0.5412 (0.5194, 0.5595)","0.7793 (0.7590, 0.8004)","0.0312 (0.0143, 0.0512)","0.1744 (0.1450, 0.2043)","0.4831 (0.4525, 0.5194)","0.7330 (0.7124, 0.7531)","0.0100 (0.0026, 0.0180)","0.5753 (0.5637, 0.5872)","0.0081 (0.0038, 0.0125)",0.3484722575003196,0.5105276352819754,0.45525074920619135,0.5993744855339463,0.34351311282126834,0.42134030244483694,0.5558229243806435,0.8032506566952995,0.6186043300596508,0.8093406651613765,0.5718487441390228,0.6473689726622434,0.4952516438575514,0.6074570944190278,0.9680780773057356,0.9877886458494486,0.013455364046673357,0.04119270233428696,0.886991130840379,0.9685873964486025
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",10,"0.5440 (0.5220, 0.5625)","0.5401 (0.5153, 0.5596)","0.7795 (0.7611, 0.7986)","0.0338 (0.0193, 0.0487)","0.1600 (0.1275, 0.1919)","0.4850 (0.4531, 0.5175)","0.7313 (0.7116, 0.7503)","0.0100 (0.0036, 0.0184)","0.5730 (0.5595, 0.5856)","0.0063 (0.0025, 0.0106)",0.4260571664885119,0.5754800590010706,0.6203108582390571,0.7321225181235249,0.39592678375718293,0.47450767213647116,0.6465610603706518,0.8362545946116281,0.3081311434905743,0.6242140584260666,0.7856319201643827,0.827813499770524,0.34217917157910205,0.46714895598190453,0.9680780773057356,0.9877886458494486,0.006046929399613315,0.022078323621843966,0.564603395961159,0.909267097879788
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",10,"0.5435 (0.5250, 0.5620)","0.5398 (0.5193, 0.5594)","0.7732 (0.7557, 0.7900)","0.0425 (0.0225, 0.0656)","0.1713 (0.1450, 0.1963)","0.4744 (0.4487, 0.4994)","0.7269 (0.7060, 0.7482)","0.0188 (0.0072, 0.0315)","0.5655 (0.5476, 0.5844)","0.0056 (0.0013, 0.0107)",0.5308514338386561,0.6517352167888407,0.6992284332814726,0.784567336555983,0.14857945428872207,0.21499515505372688,0.9198445226408262,0.9572117485424074,0.5872929384000621,0.7838761163094443,0.23633179316041794,0.3016592807006961,0.15163565064078552,0.2366986689733809,0.19533968268207,0.49141462516851214,0.019883296619810944,0.05727848751028106,0.5228063356827514,0.909267097879788
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",10,"0.5350 (0.5145, 0.5545)","0.5305 (0.5079, 0.5500)","0.7565 (0.7434, 0.7701)","0.0425 (0.0262, 0.0600)","0.1556 (0.1319, 0.1788)","0.4369 (0.4144, 0.4625)","0.7182 (0.6966, 0.7382)","0.0124 (0.0046, 0.0215)","0.5640 (0.5463, 0.5820)","0.0063 (0.0013, 0.0137)",0.6085126591370609,0.7064931694525404,0.49987125418888645,0.6305916929794323,0.012117266245973514,0.02320013171485173,0.891039844951048,0.952105194514429,0.2786068333332092,0.5871311789706556,0.001287811036772082,0.0030403959815521334,0.04027712918426582,0.0775890709439231,0.737957638611276,0.8891366785955198,0.05272600018467639,0.1217350298381499,0.647001794717091,0.9138751171333527
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 10.0}",10,"0.5120 (0.4890, 0.5325)","0.5027 (0.4748, 0.5251)","0.6630 (0.6320, 0.6890)","0.0356 (0.0187, 0.0538)","0.1225 (0.0956, 0.1457)","0.2938 (0.2600, 0.3269)","0.6576 (0.6338, 0.6776)","0.0146 (0.0026, 0.0312)","0.5758 (0.5575, 0.5907)","0.0082 (0.0044, 0.0125)",0.027794145293346926,0.08426948307025398,0.007364238485483695,0.03222258314276268,5.6078233395159835e-05,0.00021636357165377343,0.7189129203540184,0.8629148171560757,0.07217358130409424,0.25739374807269216,3.6904462759296556e-06,1.9979312597274342e-05,0.00022618146335922522,0.0009344865722999568,0.6521899867952456,0.8361509801042255,0.28213089431707544,0.4238712957682378,0.8806526826636062,0.9685873964486025
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 3.0}",10,"0.5385 (0.5215, 0.5580)","0.5333 (0.5141, 0.5529)","0.7229 (0.7116, 0.7362)","0.0269 (0.0131, 0.0425)","0.1131 (0.0881, 0.1387)","0.3862 (0.3619, 0.4119)","0.7045 (0.6817, 0.7238)","0.0163 (0.0035, 0.0315)","0.5746 (0.5592, 0.5905)","0.0056 (0.0025, 0.0094)",0.9290672884564599,0.9490472301436955,0.728324805852997,0.7922617162904738,0.00045143092896056733,0.0012207104102169499,0.3839877387242531,0.6828872853448366,0.02577188240769471,0.1360982895065323,7.386998722342456e-06,3.568488613562356e-05,0.005210444785238678,0.012489157729503394,0.5038814076461158,0.751023240920163,0.14525434703215998,0.2548037149055767,0.44212954048470404,0.8522161625522906
synthetic_low_medium,GCN,label_smoothing,"{""alpha"": 0.01}",10,"0.5400 (0.5185, 0.5560)","0.5377 (0.5175, 0.5540)","0.7879 (0.7673, 0.8084)","0.0300 (0.0181, 0.0413)","0.1956 (0.1531, 0.2438)","0.4931 (0.4637, 0.5225)","0.7389 (0.7223, 0.7573)","0.0099 (0.0000, 0.0211)","0.5946 (0.5772, 0.6090)","0.0087 (0.0031, 0.0144)",0.6783097418055716,0.7622466821945237,0.6828504191249435,0.7753480854605932,0.00403325886252819,0.008918614667844025,0.037997687802346615,0.2468409870021658,0.23652340804893618,0.5304882151954712,0.029464874416715487,0.048952225221421494,0.000338962163520713,0.0012521661099471042,,,0.2197080598809021,0.35074402713931385,,
synthetic_low_medium,GCN,label_smoothing,"{""alpha"": 0.05}",10,"0.5360 (0.5175, 0.5525)","0.5336 (0.5146, 0.5515)","0.7994 (0.7770, 0.8216)","0.0344 (0.0194, 0.0513)","0.1993 (0.1437, 0.2650)","0.5125 (0.4844, 0.5413)","0.7476 (0.7323, 0.7654)","0.0110 (0.0038, 0.0183)","0.5970 (0.5797, 0.6144)","0.0094 (0.0044, 0.0144)",0.17268508962953874,0.3154823752847342,0.19265978594070396,0.34533357857295993,0.00034621505609895033,0.0009706386394202714,0.6040046231958619,0.8269077646235701,0.490058349686538,0.7390610064876596,8.632844735244325e-05,0.00029918829028426796,2.1366960310721797e-05,0.00012198591886484808,0.7544672143810653,0.8891366785955198,0.11640354185300256,0.21886653977151377,0.5870297865192529,0.909267097879788
synthetic_low_medium,GCN,label_smoothing,"{""alpha"": 0.1}",10,"0.5315 (0.5135, 0.5465)","0.5287 (0.5108, 0.5439)","0.8103 (0.7883, 0.8300)","0.0463 (0.0319, 0.0606)","0.2125 (0.1600, 0.2638)","0.5300 (0.5007, 0.5594)","0.7562 (0.7409, 0.7725)","0.0098 (0.0047, 0.0160)","0.5991 (0.5862, 0.6134)","0.0075 (0.0032, 0.0131)",0.008380205975900345,0.03512292210487645,0.006930622693044672,0.030862929179964554,5.9013710048112374e-05,0.0002232566862061119,0.6268188379350303,0.8325450100883367,0.3295409392930419,0.6445877965216733,7.321320119851863e-06,3.568488613562356e-05,3.255586717646976e-05,0.0001732634287018899,0.9854930571666831,0.9982502488452162,0.15140400112038252,0.2626566649270724,0.44841739619683824,0.8522161625522906
synthetic_low_medium,GCN,label_smoothing,"{""alpha"": 0.2}",10,"0.5250 (0.5070, 0.5420)","0.5218 (0.5051, 0.5390)","0.8187 (0.7968, 0.8402)","0.0581 (0.0356, 0.0844)","0.2187 (0.1662, 0.2750)","0.5388 (0.5025, 0.5775)","0.7640 (0.7461, 0.7804)","0.0103 (0.0037, 0.0197)","0.6100 (0.5961, 0.6230)","0.0094 (0.0038, 0.0156)",0.029249921162363978,0.08774976348709193,0.028659407624297275,0.08878186057526873,5.5711836965037514e-05,0.00021636357165377343,0.19575967785834852,0.5374805190321323,0.23151441038582493,0.5267791656605002,0.0002379401441053362,0.0007183962043180342,1.5557806664426703e-05,0.00010393938920489329,0.9567679810098839,0.9877886458494486,0.03568410043839246,0.08963846030124185,0.587029786519253,0.909267097879788
synthetic_low_medium,GCN,none,{},10,"0.5395 (0.5190, 0.5565)","0.5372 (0.5176, 0.5542)","0.7840 (0.7636, 0.8046)","0.0406 (0.0213, 0.0587)","0.1831 (0.1494, 0.2225)","0.4875 (0.4581, 0.5156)","0.7363 (0.7196, 0.7546)","0.0099 (0.0000, 0.0217)","0.5916 (0.5755, 0.6041)","0.0087 (0.0038, 0.0144)",,,,,,,,,,,,,,,,,,,,
synthetic_low_medium,GraphSAGE,dp_sgd,"{""noise_multiplier"": 0.5}",10,"0.6015 (0.5820, 0.6205)","0.5942 (0.5715, 0.6156)","0.7418 (0.7265, 0.7552)","0.0412 (0.0218, 0.0631)","0.1425 (0.1162, 0.1656)","0.4056 (0.3731, 0.4381)","0.7326 (0.7111, 0.7532)","0.0359 (0.0232, 0.0518)","0.6327 (0.6159, 0.6513)","0.0225 (0.0131, 0.0325)",3.0386218379570454e-08,2.886690746059193e-06,4.1636915433913135e-08,3.955506966221748e-06,4.772347795594815e-09,8.814807104804541e-08,0.34087560864629146,0.6589208148677645,0.006000051072866216,0.052333778802221995,2.566923624389065e-09,5.6469776779360345e-08,2.0373295143085174e-06,1.8307211146849204e-05,0.05937360883804192,0.3399603377447811,1.7400549742438644e-06,4.967066017387031e-05,0.18473727388851058,0.8522161625522906
synthetic_low_medium,GraphSAGE,dp_sgd,"{""noise_multiplier"": 1.0}",10,"0.6015 (0.5800, 0.6225)","0.5942 (0.5732, 0.6148)","0.7418 (0.7253, 0.7553)","0.0412 (0.0206, 0.0637)","0.1425 (0.1162, 0.1650)","0.4056 (0.3763, 0.4381)","0.7326 (0.7126, 0.7507)","0.0359 (0.0218, 0.0514)","0.6327 (0.6136, 0.6499)","0.0225 (0.0131, 0.0325)",3.0386218379570454e-08,2.886690746059193e-06,4.1636915433913135e-08,3.955506966221748e-06,4.772347795594815e-09,8.814807104804541e-08,0.34087560864629146,0.6589208148677645,0.006000051072866216,0.052333778802221995,2.566923624389065e-09,5.6469776779360345e-08,2.0373295143085174e-06,1.8307211146849204e-05,0.05937360883804192,0.3399603377447811,1.7400549742438644e-06,4.967066017387031e-05,0.18473727388851058,0.8522161625522906
synthetic_low_medium,GraphSAGE,dp_sgd,"{""noise_multiplier"": 2.0}",10,"0.6015 (0.5805, 0.6220)","0.5942 (0.5721, 0.6153)","0.7418 (0.7261, 0.7566)","0.0412 (0.0219, 0.0637)","0.1425 (0.1156, 0.1657)","0.4056 (0.3719, 0.4375)","0.7326 (0.7125, 0.7521)","0.0359 (0.0214, 0.0515)","0.6327 (0.6143, 0.6518)","0.0225 (0.0131, 0.0331)",3.0386218379570454e-08,2.886690746059193e-06,4.1636915433913135e-08,3.955506966221748e-06,4.772347795594815e-09,8.814807104804541e-08,0.34087560864629146,0.6589208148677645,0.006000051072866216,0.052333778802221995,2.566923624389065e-09,5.6469776779360345e-08,2.0373295143085174e-06,1.8307211146849204e-05,0.05937360883804192,0.3399603377447811,1.7400549742438644e-06,4.967066017387031e-05,0.18473727388851058,0.8522161625522906
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.1}",10,"0.7405 (0.7175, 0.7600)","0.7387 (0.7179, 0.7587)","0.8538 (0.8385, 0.8677)","0.0456 (0.0300, 0.0625)","0.1887 (0.1612, 0.2187)","0.6388 (0.5937, 0.6794)","0.8617 (0.8423, 0.8830)","0.0486 (0.0291, 0.0690)","0.7177 (0.7003, 0.7334)","0.0181 (0.0088, 0.0306)",0.11076492156976715,0.2368759344705138,0.13234441103302472,0.26272789170794375,0.013039710963751477,0.0247704929014883,0.3595306520221735,0.6674329956503458,0.06752347069495976,0.25545023853273935,0.08423779247804505,0.12133333411975297,0.7192653845783451,0.7814855735557106,0.07680551151219246,0.34427155675539634,0.007067588594000282,0.025218441119501004,0.1160943545248957,0.8522161625522906
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.2}",10,"0.7475 (0.7305, 0.7630)","0.7458 (0.7281, 0.7619)","0.8486 (0.8335, 0.8632)","0.0256 (0.0138, 0.0394)","0.1863 (0.1519, 0.2156)","0.6294 (0.5938, 0.6650)","0.8535 (0.8341, 0.8730)","0.0327 (0.0171, 0.0480)","0.7117 (0.6909, 0.7286)","0.0206 (0.0138, 0.0281)",0.006096390860764443,0.028957856588631106,0.006299272639696729,0.029431027906779796,0.002319646216547341,0.005316561401429672,0.010073396011962808,0.1429392591541314,0.1098110907861959,0.31358884275037296,0.009646354275488423,0.018246718328333522,0.14041647540044577,0.22268067310979783,0.010403971802871953,0.2104783425759268,0.0073267282775815535,0.025849355945624805,0.10458775626530097,0.8522161625522906
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",10,"0.7455 (0.7290, 0.7615)","0.7436 (0.7253, 0.7606)","0.8406 (0.8244, 0.8551)","0.0294 (0.0193, 0.0388)","0.1619 (0.1450, 0.1775)","0.6269 (0.5869, 0.6594)","0.8451 (0.8196, 0.8710)","0.0458 (0.0284, 0.0678)","0.7131 (0.6936, 0.7274)","0.0169 (0.0088, 0.0269)",0.11137324638262755,0.2368759344705138,0.13238422637452393,0.26272789170794375,0.00029774887749079354,0.0008656772919639739,0.03778518095473304,0.2468409870021658,0.024892704892321864,0.13476395407222527,0.00673074054306282,0.013547772631549524,0.022786610575555217,0.048673440277036316,0.20283347476421182,0.5038641079460182,0.00842317212413784,0.02813697922318385,0.059750176183184955,0.688392717747149
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.5}",10,"0.7545 (0.7340, 0.7740)","0.7527 (0.7323, 0.7729)","0.8216 (0.8056, 0.8357)","0.0294 (0.0194, 0.0394)","0.1356 (0.1112, 0.1606)","0.5912 (0.5550, 0.6213)","0.8305 (0.8076, 0.8553)","0.0354 (0.0224, 0.0483)","0.7004 (0.6795, 0.7183)","0.0181 (0.0081, 0.0300)",0.025849507766366978,0.07921623347757623,0.030454980670921023,0.09057758449915432,2.108486079088289e-06,1.3511523037422914e-05,0.10707018932022581,0.4062590695125391,0.007867036001818763,0.06271095265729534,0.0001246127670498072,0.00041275452662187847,0.0012184303382667622,0.0037879913486709243,0.0582474673947915,0.3399603377447811,0.002642173121378424,0.01195099339947379,0.0187138615314656,0.688392717747149
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.05}",10,"0.7305 (0.7085, 0.7505)","0.7297 (0.7085, 0.7499)","0.8624 (0.8511, 0.8735)","0.0418 (0.0312, 0.0525)","0.2175 (0.1875, 0.2475)","0.6706 (0.6369, 0.7000)","0.8603 (0.8405, 0.8800)","0.0497 (0.0293, 0.0721)","0.7416 (0.7240, 0.7615)","0.0413 (0.0156, 0.0763)",0.6074859863870922,0.7064931694525404,0.6691214635896364,0.7658619161568128,0.4075917832604491,0.48478719675674625,0.14328408952884647,0.45852148356920003,0.2590668840365406,0.5610138040515431,0.4435699186649621,0.5222103138354824,0.5193873921313875,0.6345822612033295,0.058652816573686935,0.3399603377447811,0.6435852389223179,0.7512481971063487,0.7641096329076409,0.9435984728523887
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.1}",10,"0.7285 (0.7065, 0.7520)","0.7277 (0.7045, 0.7534)","0.8636 (0.8528, 0.8745)","0.0400 (0.0281, 0.0525)","0.2206 (0.1906, 0.2513)","0.6719 (0.6519, 0.6938)","0.8617 (0.8407, 0.8841)","0.0474 (0.0262, 0.0694)","0.7514 (0.7378, 0.7637)","0.0312 (0.0187, 0.0437)",0.41268779795850613,0.5627560881252424,0.45636583635391703,0.5993744855339463,0.6864119434164461,0.7536131127019723,0.13927520629109408,0.4540952038449213,0.2864740088847498,0.5957141641709366,0.5023102151152866,0.5798728218610294,0.7687336812515371,0.8266519723047351,0.04062455800781359,0.3399603377447811,0.3254095782066573,0.47304910905967773,0.7455897884501465,0.9269494667218037
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",10,"0.7130 (0.6920, 0.7330)","0.7110 (0.6885, 0.7318)","0.8705 (0.8590, 0.8826)","0.0406 (0.0225, 0.0607)","0.2225 (0.1944, 0.2481)","0.6769 (0.6494, 0.7088)","0.8670 (0.8463, 0.8909)","0.0618 (0.0339, 0.0920)","0.7482 (0.7342, 0.7625)","0.0356 (0.0156, 0.0563)",0.0031446527017775327,0.016983160327370937,0.0028549996568721847,0.014794089131064957,0.3076928053897026,0.3924568097052501,0.3473544231731027,0.6589208148677645,0.3661665543727796,0.6570074175603017,0.3615466078572441,0.4383229145450758,0.4236073191194767,0.5422693260789413,0.5866866134014237,0.8062592971275945,0.5336251994045459,0.6622858206048514,0.9654866039073359,0.9869418617719434
synthetic_low_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.3}",10,"0.7105 (0.6850, 0.7305)","0.7080 (0.6812, 0.7282)","0.8773 (0.8633, 0.8921)","0.0512 (0.0268, 0.0856)","0.2675 (0.2125, 0.3237)","0.6925 (0.6619, 0.7250)","0.8793 (0.8549, 0.9036)","0.0512 (0.0224, 0.0844)","0.7582 (0.7495, 0.7684)","0.0275 (0.0131, 0.0488)",0.0161439529288995,0.057339561170817635,0.01282834945739982,0.04940648101836417,0.049459271545799384,0.08275314970001378,0.808821890501268,0.9139395369202052,0.5259389466117215,0.7454157930783891,0.06516731840242002,0.09744065703980899,0.01116659113368473,0.025408040695485544,0.279604292854096,0.5877945317621918,0.014476411552396644,0.043291364070976626,0.5786633727802231,0.909267097879788
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.01}",10,"0.7195 (0.6910, 0.7455)","0.7168 (0.6893, 0.7459)","0.8671 (0.8535, 0.8797)","0.0537 (0.0375, 0.0737)","0.2356 (0.2006, 0.2719)","0.6725 (0.6512, 0.6975)","0.8636 (0.8474, 0.8818)","0.0511 (0.0286, 0.0761)","0.7424 (0.7302, 0.7529)","0.0381 (0.0188, 0.0600)",0.0745944162133788,0.17831459665967042,0.06656689729419737,0.17091500656618244,0.4810599108571556,0.5594548592931365,0.6647599821309249,0.8458124975893475,0.7537890647111842,0.8831707698481785,0.2001514482509439,0.2618648114616516,0.9898676196418934,0.9907936571576648,0.19625184711202562,0.49141462516851214,0.6835807407908353,0.7783883658244386,0.8062583429247849,0.9598547859145484
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.03}",10,"0.7135 (0.6885, 0.7370)","0.7109 (0.6856, 0.7374)","0.8759 (0.8615, 0.8897)","0.0425 (0.0275, 0.0600)","0.2356 (0.1981, 0.2731)","0.6944 (0.6675, 0.7175)","0.8739 (0.8596, 0.8903)","0.0513 (0.0326, 0.0694)","0.7396 (0.7278, 0.7509)","0.0337 (0.0212, 0.0493)",0.0058782754899177735,0.028395059569941785,0.006537777143394853,0.030052685255927955,0.04157935003235948,0.07057251843330203,0.18580759494062032,0.5239439388866141,0.6514571322961656,0.8204395006877949,0.007859898949339852,0.015522064591778073,0.12682181019891034,0.20740650209613462,0.22675442230491247,0.5392067390834658,0.4980994433366634,0.638380511051887,0.8896264673902925,0.9685873964486025
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.1}",10,"0.6835 (0.6525, 0.7085)","0.6800 (0.6506, 0.7049)","0.8832 (0.8692, 0.8968)","0.0363 (0.0206, 0.0538)","0.2469 (0.1931, 0.3013)","0.7125 (0.6831, 0.7375)","0.8804 (0.8640, 0.8954)","0.0393 (0.0223, 0.0612)","0.7353 (0.7260, 0.7442)","0.0306 (0.0187, 0.0457)",3.1760327651007536e-05,0.000502871854474286,4.089080061210807e-05,0.0006133620091816211,0.01751778822885503,0.03254784321810935,0.02355803182419848,0.195119585513664,0.7179864149708886,0.8507461671730528,0.002054376546332098,0.004640821838476826,0.09489702605673529,0.1628287769498081,0.053840983099800066,0.3399603377447811,0.1833094394303126,0.3111306161141522,0.6282475307458729,0.9102168949389025
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.3}",10,"0.6745 (0.6465, 0.7000)","0.6703 (0.6400, 0.6958)","0.8905 (0.8779, 0.9033)","0.0493 (0.0343, 0.0681)","0.2694 (0.2206, 0.3169)","0.7212 (0.6931, 0.7463)","0.8877 (0.8734, 0.9028)","0.0529 (0.0363, 0.0735)","0.7363 (0.7257, 0.7484)","0.0300 (0.0181, 0.0456)",0.00018890990562937143,0.0023629063743305146,0.0002813487691926371,0.003084015354611599,0.004754353292372288,0.010225115984965059,0.6410330588859079,0.8325450100883367,0.35136838704893897,0.6506075654235418,0.0008090673727153513,0.0020003712994694513,0.028502899327198895,0.05923206133963425,0.24459901251404442,0.5547789196876515,0.09288208507273517,0.18228109195524275,0.5668707096831868,0.909267097879788
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",10,"0.6530 (0.6275, 0.6785)","0.6485 (0.6230, 0.6752)","0.8909 (0.8797, 0.9027)","0.0606 (0.0412, 0.0806)","0.3338 (0.2675, 0.3912)","0.7025 (0.6812, 0.7238)","0.8886 (0.8717, 0.9054)","0.0810 (0.0316, 0.1382)","0.7569 (0.7442, 0.7721)","0.0238 (0.0112, 0.0406)",7.690275793646819e-05,0.0010958643005946718,9.984052033304772e-05,0.001354978490234219,0.007237231365068717,0.014950596372576166,0.8577642937524486,0.9374730078001474,0.015886496521486906,0.09781097858327233,0.012658476568682481,0.023109079317245925,0.029238756393768498,0.05923206133963425,0.6557365014204056,0.8361509801042255,0.19602325024510495,0.32768392098448434,0.25652039435345764,0.8522161625522906
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 10.0}",10,"0.6595 (0.6365, 0.6845)","0.6540 (0.6297, 0.6785)","0.8176 (0.8007, 0.8342)","0.1156 (0.0843, 0.1506)","0.2731 (0.2344, 0.3144)","0.5156 (0.4813, 0.5488)","0.8322 (0.8129, 0.8503)","0.1017 (0.0599, 0.1508)","0.7380 (0.7215, 0.7540)","0.0387 (0.0269, 0.0519)",0.0002135834755394731,0.0024348516211499934,0.00024542793896147253,0.0029144567751674864,0.0005562354811710782,0.001480152043116259,0.025425629777278087,0.195119585513664,0.22183769098878053,0.5198286191826648,0.00012487796187604603,0.00041275452662187847,0.010689630374302409,0.02450032071190479,0.0980454759509141,0.35342298920133475,0.48200409519581766,0.622836567454678,0.6779014475086478,0.9138751171333527
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 3.0}",10,"0.6665 (0.6345, 0.6995)","0.6631 (0.6298, 0.6966)","0.8749 (0.8615, 0.8868)","0.0875 (0.0644, 0.1144)","0.3494 (0.2988, 0.3988)","0.6469 (0.6213, 0.6706)","0.8831 (0.8685, 0.8981)","0.0869 (0.0404, 0.1389)","0.7667 (0.7515, 0.7824)","0.0294 (0.0156, 0.0450)",0.0013963534457950722,0.00947525552503799,0.001392364225831249,0.009018722826406953,0.22691474106619627,0.31527092342825497,0.18443182501954505,0.5239439388866141,0.0056703547883572465,0.052333778802221995,0.3941583979386848,0.47238830897995043,0.059013244238288076,0.10964590941315064,0.37031583272827207,0.6582353823283912,0.06431977413766815,0.14222823295230844,0.5716988329622085,0.909267097879788
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.01}",10,"0.7285 (0.7085, 0.7480)","0.7270 (0.7064, 0.7469)","0.8804 (0.8680, 0.8937)","0.0488 (0.0281, 0.0781)","0.2450 (0.2019, 0.2875)","0.7094 (0.6825, 0.7350)","0.8773 (0.8597, 0.8976)","0.0633 (0.0324, 0.0968)","0.7527 (0.7404, 0.7658)","0.0356 (0.0269, 0.0437)",0.2125798923227362,0.36942237385353544,0.1922103601161371,0.34533357857295993,3.015867640728926e-05,0.0001297236218066963,0.282380577677869,0.6179845841713999,0.6636193587892956,0.8204395006877949,8.654952960919917e-06,3.996551808424785e-05,0.0001725044383528206,0.0007738056234683667,0.4836873899153217,0.7449698843925718,0.009464797843517357,0.03095777627983802,0.8712435998739472,0.9685873964486025
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.05}",10,"0.7090 (0.6835, 0.7315)","0.7064 (0.6813, 0.7295)","0.9019 (0.8888, 0.9152)","0.0350 (0.0200, 0.0512)","0.2444 (0.1925, 0.2931)","0.7662 (0.7419, 0.7881)","0.8975 (0.8807, 0.9142)","0.0393 (0.0077, 0.0771)","0.7781 (0.7661, 0.7895)","0.0244 (0.0106, 0.0394)",0.004156199557845762,0.021536670436109857,0.0038944458584711677,0.018812153723123438,0.00013416428108474517,0.0004343049923774225,0.05983154700536265,0.3268076490394722,0.918689059804914,0.9647771397282375,3.0031697966811483e-06,1.6543777476454043e-05,0.002686484235601036,0.0072720349136097,0.010759276297810955,0.2104783425759268,0.00013142478417813987,0.0012719002460349134,0.19834800435445024,0.8522161625522906
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",10,"0.7025 (0.6770, 0.7280)","0.7008 (0.6764, 0.7253)","0.9195 (0.9044, 0.9333)","0.1100 (0.0681, 0.1500)","0.3956 (0.2813, 0.4944)","0.7856 (0.7594, 0.8113)","0.9043 (0.8869, 0.9206)","0.0315 (0.0024, 0.0792)","0.7829 (0.7646, 0.7980)","0.0313 (0.0144, 0.0469)",0.00030560380343175683,0.0031106101420732392,0.0003540040559900874,0.003736709479895367,3.3113467506705575e-05,0.00013863505062807402,0.024719124900577046,0.195119585513664,0.017277818770222917,0.10433144411249992,5.944913526959346e-06,3.060168602402024e-05,0.0018304595161134985,0.005178056649185933,0.03731991238201789,0.3399603377447811,0.00018845841646984352,0.0015993498046359693,0.6593242584330489,0.9138751171333527
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.2}",10,"0.6860 (0.6630, 0.7080)","0.6836 (0.6605, 0.7065)","0.9417 (0.9312, 0.9519)","0.1850 (0.1306, 0.2469)","0.5419 (0.4631, 0.6237)","0.8138 (0.7950, 0.8325)","0.9088 (0.8858, 0.9304)","0.0372 (0.0000, 0.1093)","0.7906 (0.7731, 0.8066)","0.0213 (0.0088, 0.0357)",0.0003050600063487001,0.0031106101420732392,0.0005344350130564989,0.0049133541522936195,1.1799121215657359e-07,1.3231871648987182e-06,0.0033614373954342913,0.1169033227523259,2.12383145436089e-05,0.0009638567304250964,1.9000800754582904e-06,1.169853222929222e-05,0.0014986013871188184,0.004397764818273916,0.2721339822993478,0.5834105236965471,0.00011589257343026654,0.0012444381002063023,0.05986023632583905,0.688392717747149
synthetic_low_medium,GraphSAGE,none,{},10,"0.7335 (0.7095, 0.7530)","0.7324 (0.7105, 0.7522)","0.8651 (0.8520, 0.8799)","0.0569 (0.0344, 0.0819)","0.2412 (0.1956, 0.2844)","0.6613 (0.6294, 0.6894)","0.8635 (0.8442, 0.8830)","0.0705 (0.0424, 0.0995)","0.7450 (0.7355, 0.7555)","0.0350 (0.0250, 0.0456)",,,,,,,,,,,,,,,,,,,,
