center_std,noise_std,homophily,density,seed,gcn_acc,gcn_f1,mlp_acc,mlp_f1,struct_acc,struct_f1,feat_cv_score,realized_homophily,realized_density
1.5,1.0,low,dense,44,0.865,0.8656213872308657,1.0,1.0,0.23,0.07479674796747968,1.0,0.2998120188713074,0.04
1.5,1.0,medium,sparse,42,0.81,0.8062331630314074,1.0,1.0,0.16,0.05517241379310345,1.0,0.548872172832489,0.005
1.5,1.0,medium,sparse,43,0.805,0.8058970135922543,1.0,1.0,0.16,0.05517241379310345,1.0,0.548872172832489,0.005
1.5,1.0,medium,sparse,44,0.84,0.834647703260433,1.0,1.0,0.205,0.06804979253112034,1.0,0.548872172832489,0.005
1.5,1.0,medium,medium,42,0.92,0.9203776161973245,1.0,1.0,0.23,0.07479674796747968,1.0,0.5497075915336609,0.015
1.5,1.0,medium,medium,43,0.95,0.9492470720858244,1.0,1.0,0.155,0.05367965367965368,1.0,0.5497075915336609,0.015
1.5,1.0,medium,medium,44,0.93,0.9308804689151101,1.0,1.0,0.205,0.06804979253112034,1.0,0.5497075915336609,0.015
1.5,1.0,medium,dense,42,0.995,0.9941587301587301,1.0,1.0,0.225,0.07346938775510205,1.0,0.5498120188713074,0.04
1.5,1.0,medium,dense,43,0.995,0.9949073327961322,1.0,1.0,0.185,0.06244725738396625,1.0,0.5498120188713074,0.04
1.5,1.0,medium,dense,44,0.98,0.9796854687600955,1.0,1.0,0.18,0.061016949152542375,1.0,0.5498120188713074,0.04
1.5,1.0,high,sparse,42,0.93,0.9299260927725348,1.0,1.0,0.16,0.05517241379310345,1.0,0.7994987368583679,0.005
1.5,1.0,high,sparse,43,0.925,0.9258391097753572,1.0,1.0,0.175,0.05957446808510638,1.0,0.7994987368583679,0.005
1.5,1.0,high,sparse,44,0.935,0.9345377674636992,1.0,1.0,0.195,0.06527196652719666,1.0,0.7994987368583679,0.005
1.5,1.0,high,medium,42,0.995,0.9955417956656347,1.0,1.0,0.215,0.07078189300411522,1.0,0.7994987368583679,0.015
